"ID","sM1","sM2","sM3","sM4","AveExpr","F","P.Value","adj.P.Val"
"1625767_at",0.0517401197499963,0.0933408057500058,0.235919505000001,0.0480703552499948,8.093896721725,6.38879609147431,0.00103110116864985,0.0212292585913812
"1631837_at",0.0849350452499928,0.114219995250006,0.100483197500004,-0.0465028297500014,10.410465396575,6.3879856124922,0.00103188448187999,0.0212292585913812
"1628450_at",0.193246083999997,0.211469968500006,0.219014135500003,0.0406619509999997,8.235250290175,6.3762418884117,0.00104330643741909,0.0214293445812649
"1640296_a_at",0.0589318644999972,0.0283491795000055,0.11948597275,-0.073444561000005,7.61459329475,6.37161566844084,0.00104784304121557,0.0214666177497047
"1634969_at",0.218733683999998,0.231293218500006,0.115644428750002,0.138622406999998,6.645411426425,6.37092729784186,0.00104851988216971,0.0214666177497047
"1630629_at",0.00848368250000675,-0.011590884999988,0.175275035000007,-0.025400942500001,8.68424785645,6.36726273859429,0.00105213095869356,0.0214968248588254
"1627135_at",0.119946252499999,0.209585539000004,0.126962760250002,0.0326546587499994,6.836386126,6.36597924010971,0.00105339887489019,0.0214968248588254
"1639403_s_at",0.0780288462500023,-0.00373657499998625,0.123600831500009,-0.076398873749997,9.645200423625,6.35203973436329,0.00106727510754636,0.0217321724949481
"1633349_at",0.0486064957499979,-0.00511820649999439,0.114651484,-0.0752362160000031,9.65484839485,6.34943926826503,0.00106988538420278,0.0217321724949481
"1626163_s_at",0.194739844999996,0.244412162500007,0.144184385000004,0.0644419249999952,12.9147446715,6.34923299913768,0.00107009272418126,0.0217321724949481
"1640212_at",0.166833503999999,0.252795213000005,0.222018648750004,0.158962431999998,6.662323126525,6.34288487846443,0.00107649490467564,0.0218271005391053
"1631334_at",0.150894627500003,0.0418451857500113,0.149904823500005,0.00662427799999854,9.44508565655,6.34086892928496,0.00107853659977535,0.0218334524492984
"1636286_at",0.0632288374999943,-0.0215903149999965,0.118510387500003,-0.0428039450000055,10.179711516625,6.33359332902049,0.00108593970297216,0.0219043696979574
"1634912_at",0.175497587749996,0.0631376500000069,0.147488389750004,0.0397220074999982,11.22588724825,6.33338537444957,0.00108615210078275,0.0219043696979574
"1633785_at",0.208655112249995,0.0207769840000074,0.264747942250001,0.0577809864999965,10.401726919875,6.33225880229291,0.00108730351789391,0.0219043696979574
"1624839_at",0.209413490000003,0.334623062500015,0.190161210000007,0.208747280000003,10.78935064655,6.33062473496947,0.00108897594761853,0.0219043696979574
"1632805_at",0.12049175675,0.205216964750005,0.0587749735000038,0.0636808684999979,6.871861705725,6.32890146841154,0.00109074265780729,0.021905025840098
"1638005_s_at",0.224887672500001,0.0752268087500076,0.193532234250003,-0.00372243325000232,9.93988110435,6.32288758955429,0.00109693225145421,0.0219943622228089
"1631461_at",0.0184694617500032,0.133015172250012,0.179917387250008,-0.0311487544999984,8.045824874775,6.31926764611028,0.00110067610293768,0.0220344540924069
"1626077_s_at",0.1679726635,0.0549612332500065,0.176489935500003,0.0375989237500001,7.759634591375,6.31701924612428,0.00110300835638164,0.0220462049965394
"1627258_at",0.24307541625,0.10235455450001,0.221096859000006,0.129457109750002,7.132893513675,6.31072573130964,0.0011095647906816,0.0221422155385308
"1641003_at",0.0349755599999977,0.0414690057500051,0.161854049500003,0.000191586249997044,7.009679685825,6.30652529192468,0.00111396394079265,0.0221949408518813
"1636590_s_at",0.239571014249998,0.313299333000002,0.20343186425,0.223272961249995,6.8265346535,6.30225827326516,0.0011184519637065,0.0222492680402212
"1639178_s_at",0.149040872749999,0.150389958500006,0.144710877250002,-0.022197409250003,8.695526052475,6.29987072713204,0.00112097162054412,0.0222643294193606
"1634959_at",0.0753488567500002,0.197058939000005,0.116978895750003,0.0412802962499987,6.568931609075,6.29553798662953,0.00112555965472181,0.0223203603743264
"1638295_s_at",0.166073784999997,0.0836918377500053,0.220113315000003,0.116931006999997,9.445530291925,6.29205894287499,0.00112925825703352,0.0223263710263373
"1640631_at",0.319542425249998,0.283643600000005,0.219675969000001,0.167168635249996,7.465491629075,6.29192806566187,0.00112939764770658,0.0223263710263373
"1627504_at",0.0127149175000021,0.0515637225000063,0.173688282500004,-0.0743488307500044,8.24819508805,6.28587897271835,0.00113586039266824,0.0224190445002894
"1634840_at",-0.1458219625,-0.120766841749996,-0.144924147499998,-0.0436798065000019,6.769191528375,6.27923232038942,0.00114300728380892,0.0225162418784426
"1632410_at",0.02927512675,-0.118586238749992,0.0585169265000038,0.000604514999996475,9.1287770034,6.27798869669631,0.0011443498484769,0.0225162418784426
"1629303_at",0.0238673549999993,0.0460595500000069,0.172855932500002,-0.0523925700000047,8.6549722752,6.27003242114429,0.0011529792029706,0.0226507516204115
"1627997_at",0.0188060709999984,-0.0140318477499921,0.127788928250006,-0.0783433272499998,8.0568083482,6.267030762596,0.00115625288705989,0.0226797926542555
"1623535_at",0.114191909750001,0.102498077500007,0.199213200000004,0.0249972702499992,8.101997553225,6.25766055800927,0.00116653650489277,0.022819573414831
"1624194_a_at",0.129547981749999,0.248518308500008,0.138184167750001,0.0132994414999974,7.591977563325,6.25724746399557,0.00116699211731957,0.022819573414831
"1636109_at",-0.00907885399999753,-0.0175874117499921,0.145058206000004,-0.0506283395000002,7.7747800425,6.2527553312152,0.0011719589399907,0.0228794067283198
"1630486_at",-0.150296180000001,-0.104268747499995,-0.193538816999998,-0.069942176000001,6.582105801275,6.25120852095253,0.00117367444268138,0.0228794067283198
"1635377_at",0.155860703999999,0.0845981912500049,0.185368643250004,0.0669141014999992,8.3420437456,6.24817217994112,0.00117704975189281,0.0229098497163483
"1629806_a_at",0.165418074999999,0.224089022500007,0.0681312550000053,0.0544895224999964,10.4598270045,6.23472945369552,0.00119211864176354,0.0231503798893778
"1637144_a_at",0.232779155750003,0.345733667750012,0.21910973350001,0.0886487617500018,10.546036101625,6.23144225931555,0.00119583485517254,0.0231503798893778
"1628429_at",0.0610450599999961,-0.00683187999999113,0.183707885000002,-0.0502175250000061,11.59948299725,6.23134019869526,0.00119595043444914,0.0231503798893778
"1629413_at",0.185798854999992,0.0253404050000077,0.1399561425,0.0423117374999942,10.98950300475,6.23048891893467,0.00119691493870007,0.0231503798893778
"1631781_at",-0.1915559675,-0.0639301462499962,-0.146128046999997,-0.255172364500001,6.66314645965,6.22902900764795,0.00119857096640699,0.0231503798893778
