Accession,Glean.Accession,Annotation.symbol,FlyBase.ID,CG.ID,MF.Ratio,P.value
GLEAN_18842,GLEAN_18842,GA20921,FBgn0080910,CG8238,0.873451801,0.000000718
GA20922,,GA20922,FBgn0080911,CG8239,0.576542953,0
GLEAN_15968,GLEAN_15968,GA20922,FBgn0080911,CG8239,0.586498775,0
GLEAN_17693,GLEAN_17693,GA20923,FBgn0080912,CG8241,0.727641635,0
GLEAN_16443,GLEAN_16443,GA20924,FBgn0080913,CG8243,0.954065354,0.07764404
GLEAN_10923,GLEAN_10923,GA20925,FBgn0080914,CG8245,2.160102841,0
GLEAN_18609,GLEAN_18609,GA20927,FBgn0080916,CG8247,0.747528247,0
GLEAN_19037,GLEAN_19037,GA20929,FBgn0080918,CG8249,1.10872379,2.39E-13
GLEAN_19017,GLEAN_19017,GA20930,FBgn0080919,CG8250,1.125916626,5.00E-15
GLEAN_18611,GLEAN_18611,GA20931,FBgn0080920,CG8251,1.254315259,6.78E-11
GLEAN_18612,GLEAN_18612,GA20932,FBgn0080921,CG8252,1.346766742,0
GLEAN_16008,GLEAN_16008,GA20933,FBgn0080922,CG8253,0.971549899,0.00143482
GLEAN_19036,GLEAN_19036,GA20935,FBgn0080924,CG8256,1.770184825,0
GLEAN_19595,GLEAN_19595,GA20935,FBgn0080924,CG8256,1.525201653,0
GLEAN_17259,GLEAN_17259,GA20936,FBgn0080925,CG8257,1.398809986,1.70E-14
GLEAN_18613,GLEAN_18613,GA20937,FBgn0080926,CG8258,0.410427698,0
GLEAN_16440,GLEAN_16440,GA20938,FBgn0080927,CG8261,0.91319825,8.11E-09
GLEAN_16423,GLEAN_16423,GA20939,FBgn0080928,CG8262,0.789110915,0
GLEAN_01206,GLEAN_01206,GA20940,FBgn0080929,CG8264,0.590864816,0
GLEAN_18635,GLEAN_18635,GA20941,FBgn0080930,CG8266,0.840022572,0
GLEAN_09204,GLEAN_09204,GA20942,FBgn0080931,CG8268,0.745820315,1.56E-12
GLEAN_18634,GLEAN_18634,GA20943,FBgn0080932,CG8269,0.972594272,0.42253256
GLEAN_01699,GLEAN_01699,GA20944,FBgn0080933,CG8270,0.872362706,1.50E-14
GLEAN_18850,GLEAN_18850,GA20945,FBgn0080934,CG8271,1.026440499,0.03071264
GLEAN_16424,GLEAN_16424,GA20946,FBgn0080935,CG8272,0.945788824,2.21E-11
GLEAN_06748,GLEAN_06748,GA20947,FBgn0080936,CG8273,0.516951199,0
GA20948,,GA20948,FBgn0080937,CG8276,0.833410973,7.00E-11
GLEAN_08703,GLEAN_08703,GA20948,FBgn0080937,CG8276,0.60625641,1.00E-14
GLEAN_18854,GLEAN_18854,GA20951,FBgn0080940,CG8280,0.40502981,1.83E-11
GLEAN_09203,GLEAN_09203,GA20952,FBgn0080941,CG8281,0.76955695,0
GLEAN_02699,GLEAN_02699,GA20953,FBgn0080942,CG8282,0.799627503,1.00E-15
GLEAN_08761,GLEAN_08761,GA20954,FBgn0080943,CG8284,1.079078634,0.00748308
GLEAN_03911,GLEAN_03911,GA20955,FBgn0080944,CG8285,1.049913156,2.65E-08
GLEAN_03776,GLEAN_03776,GA20956,FBgn0080945,CG8286,0.910796088,0.00070056
GA20958,,GA20958,FBgn0080947,CG8288,0.595882589,3.61E-11
GLEAN_07652,GLEAN_07652,GA20958,FBgn0080947,CG8288,0.556980992,0
GLEAN_07778,GLEAN_07778,GA20958,FBgn0080947,CG8288,0.575385193,0
GLEAN_01068,GLEAN_01068,GA20959,FBgn0080948,CG8289,0.85027416,0
GLEAN_18503,GLEAN_18503,GA20960,FBgn0080949,CG8290,0.920634237,4.29E-10
GLEAN_16109,GLEAN_16109,GA20961,FBgn0080950,CG8291,0.887119277,5.40E-09
GLEAN_02700,GLEAN_02700,GA20962,FBgn0080951,CG8292,2.443416833,0
GLEAN_16107,GLEAN_16107,GA20963,FBgn0080952,CG8293,1.267424668,0
GLEAN_16106,GLEAN_16106,GA20964,FBgn0080953,CG8295,1.432365822,0
GLEAN_18935,GLEAN_18935,GA20965,FBgn0080954,CG8297,1.215289478,0
GLEAN_16939,GLEAN_16939,GA20966,FBgn0080955,CG8298,0.969881235,0.0000139
GLEAN_18996,GLEAN_18996,GA20967,FBgn0080956,CG8299,1.010661586,0.13946054
GLEAN_01415,GLEAN_01415,GA20968,FBgn0080957,CG8300,0.662687219,0
GLEAN_06749,GLEAN_06749,GA20969,FBgn0080958,CG8301,1.053755382,0.000000215
GLEAN_16044,GLEAN_16044,GA20970,FBgn0080959,CG8302,0.999345883,0.90506882
GLEAN_19018,GLEAN_19018,GA20971,FBgn0080960,CG8303,0.793278855,0
GLEAN_08758,GLEAN_08758,GA20973,FBgn0080962,CG8308,0.224704356,0
GLEAN_17258,GLEAN_17258,GA20974,FBgn0080963,CG8309,0.551258156,0
GLEAN_11758,GLEAN_11758,GA20975,FBgn0080964,CG8310,1.128729668,1.00E-15
GLEAN_17645,GLEAN_17645,GA20976,FBgn0080965,CG8311,0.916368645,0
GLEAN_03777,GLEAN_03777,GA20977,FBgn0080966,CG8312,1.027429925,0.00000641
GLEAN_18991,GLEAN_18991,GA20978,FBgn0080967,CG8314,0.850745783,2.00E-15
GLEAN_18990,GLEAN_18990,GA20979,FBgn0080968,CG8315,0.668546586,0
GLEAN_16046,GLEAN_16046,GA20984,FBgn0080973,CG8320,0.93339523,0.00118485
GLEAN_16941,GLEAN_16941,GA20985,FBgn0080974,CG8321,0.60886741,0
GLEAN_18989,GLEAN_18989,GA20986,FBgn0080975,CG8322,0.928066442,0.00044363
GLEAN_18749,GLEAN_18749,GA20987,FBgn0080976,CG8323,0.873330724,0
GLEAN_16099,GLEAN_16099,GA20988,FBgn0080977,CG8325,0.823476851,0
GLEAN_01070,GLEAN_01070,GA20989,FBgn0080978,CG8326,0.745200217,0
GLEAN_03973,GLEAN_03973,GA20990,FBgn0080979,CG8327,0.357595379,1.00E-15
GLEAN_08754,GLEAN_08754,GA20992,FBgn0080981,CG8329,1.4037636,0.000000869
GLEAN_18791,GLEAN_18791,GA20994,FBgn0080983,CG8331,0.891990345,0.01504663
GLEAN_17787,GLEAN_17787,GA20995,FBgn0080984,CG8332,0.589637424,3.57E-10
GLEAN_14226,GLEAN_14226,GA20997,FBgn0080986,CG8334,0.856960136,4.60E-14
GLEAN_08753,GLEAN_08753,GA20999,FBgn0080988,CG8336,0.535812447,0
GLEAN_16254,GLEAN_16254,GA21001,FBgn0080990,CG8338,0.856306986,0.000000478
GLEAN_16832,GLEAN_16832,GA21003,FBgn0080992,CG8340,0.534217818,0
GLEAN_03919,GLEAN_03919,GA21004,FBgn0080993,CG8342,1.198392085,4.36E-08
GLEAN_18939,GLEAN_18939,GA21005,FBgn0080994,CG8343,2.004580008,0
GLEAN_16833,GLEAN_16833,GA21006,FBgn0080995,CG8344,0.582407161,0
GLEAN_18937,GLEAN_18937,GA21007,FBgn0080996,CG8345,1.606253948,0
GLEAN_03920,GLEAN_03920,GA21008,FBgn0080997,CG8346,0.952347502,1.05E-12
GLEAN_02232,GLEAN_02232,GA21010,FBgn0080999,CG8349,1.721421031,0.00020908
GLEAN_06930,GLEAN_06930,GA21011,FBgn0081000,CG8351,0.427264098,0
GLEAN_02231,GLEAN_02231,GA21012,FBgn0081001,CG8353,0.933330534,0.0000161
GLEAN_16834,GLEAN_16834,GA21015,FBgn0081004,CG8357,0.545253866,0
GLEAN_06931,GLEAN_06931,GA21016,FBgn0081005,CG8359,0.747113844,0
GLEAN_02230,GLEAN_02230,GA21017,FBgn0081006,CG8360,1.131863513,1.70E-12
GLEAN_06813,GLEAN_06813,GA21019,FBgn0081008,CG8362,1.545742494,8.90E-14
GLEAN_15365,GLEAN_15365,GA21020,FBgn0081009,CG8363,0.77959676,0
GLEAN_16045,GLEAN_16045,GA21023,FBgn0081012,CG8366,0.931934199,0.0000591
GLEAN_18792,GLEAN_18792,GA21024,FBgn0081013,CG8367,0.621058038,0
GLEAN_18793,GLEAN_18793,GA21024,FBgn0081013,CG8367,0.743755326,3.00E-15
GLEAN_08946,GLEAN_08946,GA21025,FBgn0081014,CG8368,1.193583916,0.000000002
GLEAN_03677,GLEAN_03677,GA21026,FBgn0081015,CG8369,1.739291808,0
GLEAN_18880,GLEAN_18880,GA21027,FBgn0081016,CG8370,0.747891038,0
GLEAN_02701,GLEAN_02701,GA21028,FBgn0081017,CG8372,0.871335362,0.28290656
GLEAN_04819,GLEAN_04819,GA21029,FBgn0081018,CG8374,0.878491359,0.01397855
GLEAN_18669,GLEAN_18669,GA21031,FBgn0081019,CG8378,0.804519893,0
GLEAN_03678,GLEAN_03678,GA21032,FBgn0081020,CG8379,0.799627503,0
GLEAN_06383,GLEAN_06383,GA21034,FBgn0081022,CG8383,0.505015649,0
GLEAN_03924,GLEAN_03924,GA21035,FBgn0081023,CG8384,0.591356488,0
GLEAN_15171,GLEAN_15171,GA21036,FBgn0081024,CG8385,0.679337312,5.89E-12
GLEAN_16163,GLEAN_16163,GA21037,FBgn0081025,CG8386,0.735960377,1.50E-14
GLEAN_16162,GLEAN_16162,GA21038,FBgn0081026,CG8388,0.914274952,1.60E-14
GLEAN_18881,GLEAN_18881,GA21039,FBgn0081027,CG8389,0.890384263,3.00E-15
GLEAN_16329,GLEAN_16329,GA21040,FBgn0081028,CG8390,0.794985251,1.00E-15
GLEAN_16161,GLEAN_16161,GA21041,FBgn0081029,CG8392,1.069391415,0.00048815
GLEAN_18882,GLEAN_18882,GA21043,FBgn0081031,CG8395,1.076240125,0.3950702
GLEAN_02229,GLEAN_02229,GA21044,FBgn0081032,CG8396,0.355420795,0
GLEAN_16160,GLEAN_16160,GA21045,FBgn0081033,CG8397,0.633229337,0
GLEAN_08947,GLEAN_08947,GA21046,FBgn0081034,CG8398,1.460335647,0
GLEAN_18798,GLEAN_18798,GA21047,FBgn0081035,CG8399,0.752727717,9.45E-08
GLEAN_16249,GLEAN_16249,GA21048,FBgn0081036,CG8400,0.921400317,0.00011742
GLEAN_18800,GLEAN_18800,GA21051,FBgn0081039,CG8403,1.101981497,1.39E-12
GLEAN_18802,GLEAN_18802,GA21053,FBgn0081041,CG8405,1.043759986,0.000000101
GLEAN_17519,GLEAN_17519,GA21054,FBgn0081042,CG8407,1.460032011,0
GLEAN_01071,GLEAN_01071,GA21055,FBgn0081043,CG8408,0.857138354,1.40E-09
GLEAN_02702,GLEAN_02702,GA21056,FBgn0081044,CG8409,0.567581708,0
GLEAN_18629,GLEAN_18629,GA21057,FBgn0081045,CG8411,0.583093845,0
GLEAN_04368,GLEAN_04368,GA21058,FBgn0081046,CG8412,0.770250703,3.80E-14
GLEAN_16246,GLEAN_16246,GA21059,FBgn0081047,CG8414,0.915226037,0
GLEAN_16247,GLEAN_16247,GA21059,FBgn0081047,CG8414,0.647880661,0
GLEAN_05714,GLEAN_05714,GA21060,FBgn0081048,CG8415,0.538717188,6.24E-11
GLEAN_16250,GLEAN_16250,GA21060,FBgn0081048,CG8415,0.660714999,7.97E-11
GLEAN_04369,GLEAN_04369,GA21062,FBgn0081050,CG8417,1.30984854,2.09E-10
GLEAN_16056,GLEAN_16056,GA21063,FBgn0081051,CG8418,0.959224225,1.38E-08
GLEAN_05205,GLEAN_05205,GA21065,FBgn0081053,CG8420,0.927873476,2.07E-12
GLEAN_18975,GLEAN_18975,GA21066,FBgn0081054,CG8421,1.265756594,2.50E-09
GLEAN_10924,GLEAN_10924,GA21070,FBgn0081058,CG8426,0.575863984,0
GLEAN_18979,GLEAN_18979,GA21072,FBgn0081060,CG8428,0.865136691,3.24E-12
GLEAN_17128,GLEAN_17128,GA21073,FBgn0081061,CG8431,0.690876622,0
GLEAN_18002,GLEAN_18002,GA21074,FBgn0081062,CG8432,0.873451801,1.00E-15
GLEAN_17129,GLEAN_17129,GA21075,FBgn0081063,CG8434,0.812252396,0.000000875
GLEAN_17847,GLEAN_17847,GA21076,FBgn0081064,CG8435,0.794049032,0
GLEAN_05209,GLEAN_05209,GA21077,FBgn0081065,CG8436,0.368592852,0
GLEAN_17453,GLEAN_17453,GA21078,FBgn0081066,CG8439,0.258708615,0
GLEAN_17131,GLEAN_17131,GA21079,FBgn0081067,CG8440,0.846393234,6.06E-11
GLEAN_17845,GLEAN_17845,GA21080,FBgn0081068,CG8441,0.859816082,4.42E-08
GLEAN_08948,GLEAN_08948,GA21081,FBgn0081069,CG8442,1.045831189,3.15E-08
GLEAN_17859,GLEAN_17859,GA21082,FBgn0081070,CG8443,1.434750622,1.00E-15
GLEAN_05210,GLEAN_05210,GA21083,FBgn0081071,CG8444,0.823077395,2.46E-08
GLEAN_17113,GLEAN_17113,GA21084,FBgn0081072,CG8445,0.790369949,0
GLEAN_17862,GLEAN_17862,GA21085,FBgn0081073,CG8446,0.98268436,0.33859959
GLEAN_17110,GLEAN_17110,GA21086,FBgn0081074,CG8448,1.42553158,2.64E-10
GLEAN_05921,GLEAN_05921,GA21087,FBgn0081075,CG8449,0.843406473,0
GLEAN_02703,GLEAN_02703,GA21088,FBgn0081076,CG8451,0.879466177,8.00E-15
GLEAN_17238,GLEAN_17238,GA21089,FBgn0081077,CG8453,1.286900043,5.56E-11
GLEAN_05211,GLEAN_05211,GA21090,FBgn0081078,CG8454,0.818525916,0
GLEAN_02227,GLEAN_02227,GA21091,FBgn0081079,CG8455,0.814112457,4.36E-13
GLEAN_17239,GLEAN_17239,GA21092,FBgn0081080,CG8457,1.065573419,2.91E-12
GLEAN_02226,GLEAN_02226,GA21094,FBgn0081082,CG8460,0.917449084,1.59E-08
GLEAN_04649,GLEAN_04649,GA21095,FBgn0081083,CG8461,0.684157314,0
GLEAN_18552,GLEAN_18552,GA21096,FBgn0081084,CG8462,0.945552848,0.00000659
GLEAN_04100,GLEAN_04100,GA21097,FBgn0081085,CG8464,1.072144975,0.000000121
GLEAN_12448,GLEAN_12448,GA21098,FBgn0081086,CG8465,0.896701676,1.26E-11
GA21100,,GA21100,FBgn0081088,CG8470,0.586498775,0
GLEAN_13730,GLEAN_13730,GA21100,FBgn0081088,CG8470,0.723567744,0
GLEAN_10466,GLEAN_10466,GA21103,FBgn0081091,CG8475,0.963014883,0.04201928
GLEAN_04370,GLEAN_04370,GA21104,FBgn0081092,CG8478,2.460412141,0
GLEAN_16156,GLEAN_16156,GA21105,FBgn0081093,CG8479,0.735144623,0
GLEAN_04371,GLEAN_04371,GA21106,FBgn0081094,CG8481,0.96322851,0.0000661
GLEAN_04372,GLEAN_04372,GA21108,FBgn0081096,CG8484,1.354724977,0
GLEAN_16155,GLEAN_16155,GA21109,FBgn0081097,CG8485,0.792509426,0
GLEAN_17253,GLEAN_17253,GA21111,FBgn0081099,CG8487,0.963896401,0.0000795
GLEAN_04105,GLEAN_04105,GA21112,FBgn0081100,CG8489,2.353487189,0
GLEAN_15364,GLEAN_15364,GA21114,FBgn0081102,CG8491,0.792234811,1.84E-08
GLEAN_17254,GLEAN_17254,GA21116,FBgn0081104,CG8493,0.748202141,5.62E-13
GLEAN_04373,GLEAN_04373,GA21118,FBgn0081106,CG8495,0.77959676,0.00000659
GA21119,,GA21119,FBgn0081107,CG8497,0.771800562,0
GLEAN_11230,GLEAN_11230,GA21119,FBgn0081107,CG8497,0.78132788,0
GLEAN_02634,GLEAN_02634,GA21120,FBgn0081108,CG8498,0.825477044,3.91E-11
GLEAN_04376,GLEAN_04376,GA21121,FBgn0081109,CG8500,1.036112028,0.00198129
GLEAN_18098,GLEAN_18098,GA21125,FBgn0081113,CG8505,1.018940635,0.0000994
GLEAN_18099,GLEAN_18099,GA21125,FBgn0081113,CG8505,1.063109351,0.000000125
GLEAN_02307,GLEAN_02307,GA21126,FBgn0081114,CG8506,0.808825283,5.00E-15
GLEAN_04377,GLEAN_04377,GA21127,FBgn0081115,CG8507,0.403209071,0
GLEAN_18100,GLEAN_18100,GA21128,FBgn0081116,CG8510,1.060180566,7.12E-11
GLEAN_04378,GLEAN_04378,GA21131,FBgn0081119,CG8516,0.875087995,5.18E-12
GLEAN_08949,GLEAN_08949,GA21132,FBgn0081120,CG8519,1.078555189,1.05E-08
GLEAN_17629,GLEAN_17629,GA21133,FBgn0081121,CG8520,0.866757308,2.26E-13
GLEAN_15358,GLEAN_15358,GA21134,FBgn0081122,CG8522,0.817788681,5.28E-13
GLEAN_18886,GLEAN_18886,GA21135,FBgn0081123,CG8523,1.009800292,0.01639388
GLEAN_04107,GLEAN_04107,GA21136,FBgn0081124,CG8524,1.089978743,1.38E-12
GLEAN_17630,GLEAN_17630,GA21137,FBgn0081125,CG8525,1.379743415,1.00E-15
GLEAN_04379,GLEAN_04379,GA21138,FBgn0081126,CG8526,4.755839408,0
GLEAN_12451,GLEAN_12451,GA21139,FBgn0081127,CG8527,1.139894259,1.95E-11
GLEAN_18639,GLEAN_18639,GA21140,FBgn0081128,CG8529,0.878247823,0
GLEAN_18887,GLEAN_18887,GA21141,FBgn0081129,CG8531,1.056644445,0.00744709
GLEAN_15075,GLEAN_15075,GA21142,FBgn0081130,CG8532,1.458615874,0
GLEAN_18888,GLEAN_18888,GA21145,FBgn0081133,CG8536,0.905571211,0.00000119
GLEAN_04108,GLEAN_04108,GA21146,FBgn0081134,CG8538,1.060695094,4.58E-08
GLEAN_14880,GLEAN_14880,GA21147,FBgn0081135,CG8539,1.036428074,0.00021042
GLEAN_15072,GLEAN_15072,GA21148,FBgn0081136,CG8540,1.41156934,0
GLEAN_15069,GLEAN_15069,GA21149,FBgn0081137,CG8541,1.0090936,0.63029043
GLEAN_16154,GLEAN_16154,GA21150,FBgn0081138,CG8542,1.088997015,0.00051345
GA21152,,GA21152,FBgn0081140,CG8544,1.031232759,0.0000227
GLEAN_10978,GLEAN_10978,GA21152,FBgn0081140,CG8544,1.026867473,0.00000944
GLEAN_18875,GLEAN_18875,GA21153,FBgn0081141,CG8545,0.416589967,0
GLEAN_15361,GLEAN_15361,GA21156,FBgn0081144,CG8548,0.890507705,6.07E-10
GLEAN_08951,GLEAN_08951,GA21157,FBgn0081145,CG8549,0.867658962,7.21E-13
GLEAN_18876,GLEAN_18876,GA21158,FBgn0081146,CG8550,1.591624487,0
GLEAN_02635,GLEAN_02635,GA21159,FBgn0081147,CG8552,1.216553697,0
GLEAN_16151,GLEAN_16151,GA21160,FBgn0081148,CG8553,0.477442864,0
GLEAN_14885,GLEAN_14885,GA21163,FBgn0081151,CG8560,0.883070178,0.0000129
GLEAN_15061,GLEAN_15061,GA21165,FBgn0081153,CG8562,0.752884258,1.10E-13
GLEAN_14887,GLEAN_14887,GA21167,FBgn0081155,CG8564,2.358059301,0
GLEAN_19002,GLEAN_19002,GA21168,FBgn0081156,CG8566,1.002755584,0.74388582
GLEAN_15362,GLEAN_15362,GA21169,FBgn0081157,CG8567,0.804408371,0
GLEAN_16831,GLEAN_16831,GA21171,FBgn0081159,CG8569,0.7622309,0
GLEAN_15058,GLEAN_15058,GA21172,FBgn0081160,CG8571,0.427293714,0
GLEAN_04331,GLEAN_04331,GA21173,FBgn0081161,CG8573,0.548247791,0
GLEAN_18627,GLEAN_18627,GA21174,FBgn0081162,CG14746,0.513736328,0
GLEAN_18622,GLEAN_18622,GA21175,FBgn0081163,CG8579,1.442628669,2.42E-13
GLEAN_15057,GLEAN_15057,GA21176,FBgn0081164,CG8580,0.40983071,0
GLEAN_16500,GLEAN_16500,GA21177,FBgn0081165,CG8581,1.324547884,0
GLEAN_16501,GLEAN_16501,GA21177,FBgn0081165,CG8581,0.952571968,2.90E-14
GLEAN_14889,GLEAN_14889,GA21178,FBgn0081166,CG8582,0.932903655,0.00558729
GLEAN_14890,GLEAN_14890,GA21178,FBgn0081166,CG8582,1.016077186,0.00727011
GLEAN_15056,GLEAN_15056,GA21179,FBgn0081167,CG8583,0.626983769,0
GLEAN_16434,GLEAN_16434,GA21180,FBgn0081168,CG8584,1.444930398,0
GLEAN_18890,GLEAN_18890,GA21181,FBgn0081169,CG8585,1.039471354,0.00168735
GLEAN_16435,GLEAN_16435,GA21182,FBgn0081170,CG8586,1.199223035,1.31E-08
GLEAN_14891,GLEAN_14891,GA21184,FBgn0081172,CG8588,1.025928366,0.00942684
GLEAN_16149,GLEAN_16149,GA21185,FBgn0081173,CG8589,0.863818428,1.27E-11
GLEAN_18038,GLEAN_18038,GA21185,FBgn0081173,CG8589,0.889952351,1.74E-13
GLEAN_01237,GLEAN_01237,GA21186,FBgn0081174,CG8590,0.511994423,0
GLEAN_09057,GLEAN_09057,GA21187,FBgn0081175,CG34403,0.517560708,0
GLEAN_16503,GLEAN_16503,GA21188,FBgn0081176,CG8592,0.630776142,0
GLEAN_09565,GLEAN_09565,GA21189,FBgn0081177,CG8593,0.888781073,6.46E-12
GLEAN_16504,GLEAN_16504,GA21190,FBgn0081178,CG8594,0.839906128,0
GLEAN_09061,GLEAN_09061,GA21194,FBgn0081182,CG8598,0.632878297,0
GLEAN_09062,GLEAN_09062,GA21196,FBgn0081184,CG8600,0.862083788,0
GLEAN_09563,GLEAN_09563,GA21197,FBgn0081185,CG8601,0.866697231,0
GLEAN_09063,GLEAN_09063,GA21198,FBgn0081186,CG8602,0.841129594,1.62E-12
GLEAN_09561,GLEAN_09561,GA21201,FBgn0081189,CG8605,0.701055225,0
GLEAN_09064,GLEAN_09064,GA21202,FBgn0081190,CG8606,0.757910816,0
GLEAN_09560,GLEAN_09560,GA21203,FBgn0081191,CG8607,0.77975889,0
GLEAN_14687,GLEAN_14687,GA21204,FBgn0081192,CG8609,0.738720234,0
GLEAN_14688,GLEAN_14688,GA21205,FBgn0081193,CG8610,0.607813237,0
GLEAN_15233,GLEAN_15233,GA21207,FBgn0081195,CG8612,0.742107452,0
GLEAN_17114,GLEAN_17114,GA21208,FBgn0081196,CG8613,1.134612765,0.00000361
GLEAN_14689,GLEAN_14689,GA21209,FBgn0081197,CG8614,0.64743174,0
GLEAN_14690,GLEAN_14690,GA21210,FBgn0081198,CG8615,0.676424116,1.00E-15
GLEAN_15232,GLEAN_15232,GA21211,FBgn0081199,CG8616,0.979040197,0.0000227
GLEAN_17858,GLEAN_17858,GA21212,FBgn0081200,CG8617,0.875269983,0
GLEAN_15228,GLEAN_15228,GA21213,FBgn0081201,CG8620,0.978382158,0.02619194
GLEAN_17514,GLEAN_17514,GA21216,FBgn0081204,CG8625,0.553670668,0
GLEAN_19007,GLEAN_19007,GA21217,FBgn0081205,CG8626,12.68366699,0
GLEAN_14807,GLEAN_14807,GA21218,FBgn0081206,CG8627,1.77817831,0
GLEAN_15131,GLEAN_15131,GA21220,FBgn0081208,CG8629,1.233963739,2.07E-13
GLEAN_04521,GLEAN_04521,GA21221,FBgn0081209,CG8630,1.092020546,0.000000418
GLEAN_15133,GLEAN_15133,GA21222,FBgn0081210,CG8631,0.713556711,0
GLEAN_17515,GLEAN_17515,GA21223,FBgn0081211,CG8632,1.086734863,0.000095
GLEAN_16437,GLEAN_16437,GA21225,FBgn0081213,CG8635,0.488455825,0
GLEAN_01235,GLEAN_01235,GA21226,FBgn0081214,CG8636,0.493526686,0
GLEAN_14554,GLEAN_14554,GA21227,FBgn0081215,CG8637,0.75612675,0
GLEAN_17334,GLEAN_17334,GA21229,FBgn0081217,CG8639,0.841129594,0
GLEAN_15135,GLEAN_15135,GA21230,FBgn0081218,CG8640,0.974949907,0.00090507
GLEAN_17040,GLEAN_17040,GA21233,FBgn0081221,CG8643,0.767053973,0
GLEAN_04522,GLEAN_04522,GA21234,FBgn0081222,CG8644,0.980051862,0.13730744
GLEAN_17516,GLEAN_17516,GA21235,FBgn0081223,CG8646,1.692199895,0
GLEAN_00648,GLEAN_00648,GA21237,FBgn0081225,CG8649,0.912312507,0.00011099
GLEAN_18557,GLEAN_18557,GA21239,FBgn0081227,CG8654,1.285740951,0
GLEAN_16167,GLEAN_16167,GA21240,FBgn0081228,CG8657,0.80820882,0
GLEAN_00649,GLEAN_00649,GA21242,FBgn0081230,CG8661,0.990088917,0.17980024
GLEAN_10760,GLEAN_10760,GA21243,FBgn0081231,CG8663,1.967276852,3.70E-14
GLEAN_10759,GLEAN_10759,GA21245,FBgn0081233,CG8665,0.999494131,0.95787855
GLEAN_10757,GLEAN_10757,GA21246,FBgn0081234,CG8666,0.499411172,0
GLEAN_10512,GLEAN_10512,GA21248,FBgn0081236,CG8668,0.614123196,0
GLEAN_10749,GLEAN_10749,GA21250,FBgn0081238,CG8671,1.224930588,0
GLEAN_10361,GLEAN_10361,GA21252,FBgn0081240,CG8674,0.744529026,0
GLEAN_00651,GLEAN_00651,GA21253,FBgn0081241,CG8675,0.474177792,0
GLEAN_10748,GLEAN_10748,GA21254,FBgn0081242,CG8676,0.917767103,0.00029168
GLEAN_10747,GLEAN_10747,GA21255,FBgn0081243,CG8677,1.141000956,6.03E-11
GLEAN_17057,GLEAN_17057,GA21255,FBgn0081243,CG8677,1.059769123,1.71E-09
GLEAN_10367,GLEAN_10367,GA21256,FBgn0081244,CG8678,0.926202785,0.00729032
GLEAN_02632,GLEAN_02632,GA21258,FBgn0081246,CG8680,1.596707444,1.20E-14
GLEAN_18567,GLEAN_18567,GA21260,FBgn0081248,CG8687,0.968477207,0.00035596
GLEAN_17670,GLEAN_17670,GA21261,FBgn0081249,CG8690,3.632593671,0
GLEAN_17666,GLEAN_17666,GA21263,FBgn0081251,CG8694,1.528694371,7.00E-15
GLEAN_17288,GLEAN_17288,GA21264,FBgn0081252,CG8695,1.64410222,1.46E-12
GLEAN_17658,GLEAN_17658,GA21267,FBgn0081255,CG8701,10.03521764,0
GLEAN_17651,GLEAN_17651,GA21269,FBgn0081257,CG8705,0.806082831,0
GLEAN_18139,GLEAN_18139,GA21270,FBgn0081258,CG8707,0.829779546,8.00E-15
GLEAN_18142,GLEAN_18142,GA21271,FBgn0081259,CG8709,1.129903842,5.58E-10
GLEAN_18147,GLEAN_18147,GA21272,FBgn0081260,CG8710,0.84886086,3.20E-14
GLEAN_18149,GLEAN_18149,GA21273,FBgn0081261,CG8711,0.852812211,9.80E-14
GLEAN_16842,GLEAN_16842,GA21275,FBgn0081263,CG8713,0.989889916,0.00582658
GLEAN_16839,GLEAN_16839,GA21276,FBgn0081264,CG8714,0.55091437,0
GLEAN_17943,GLEAN_17943,GA21277,FBgn0081265,CG8715,0.850156295,7.54E-13
GLEAN_17018,GLEAN_17018,GA21278,FBgn0081266,CG8717,0.920379018,7.11E-08
GLEAN_17941,GLEAN_17941,GA21280,FBgn0081268,CG8721,0.896825994,1.63E-11
GLEAN_17940,GLEAN_17940,GA21281,FBgn0081269,CG8722,0.682783453,0
GLEAN_17939,GLEAN_17939,GA21282,FBgn0081270,CG8725,0.846627937,5.00E-15
GLEAN_17028,GLEAN_17028,GA21283,FBgn0081271,CG8726,1.025544433,0.00023876
GLEAN_14556,GLEAN_14556,GA21284,FBgn0081272,CG8727,0.782900028,0
GLEAN_18581,GLEAN_18581,GA21285,FBgn0081273,CG8728,1.099844832,0.0000325
GLEAN_16463,GLEAN_16463,GA21287,FBgn0081275,CG8730,0.668824685,0
GLEAN_18621,GLEAN_18621,GA21288,FBgn0081276,CG8732,0.910417377,0.07957643
GLEAN_14557,GLEAN_14557,GA21289,FBgn0081277,CG8733,0.783551497,0
GLEAN_17446,GLEAN_17446,GA21290,FBgn0081278,CG8735,0.695778498,0
GLEAN_16426,GLEAN_16426,GA21293,FBgn0081281,CG8739,1.013903255,0.45050476
GLEAN_18630,GLEAN_18630,GA21294,FBgn0081282,CG8740,1.031625972,0.47317234
GLEAN_08824,GLEAN_08824,GA21296,FBgn0081284,CG8743,0.893723212,1.64E-13
GLEAN_18631,GLEAN_18631,GA21297,FBgn0081285,CG8746,1.856004232,0
GLEAN_08350,GLEAN_08350,GA21298,FBgn0081286,CG8749,0.704465031,0
