Accession,Glean.Accession,Annotation.symbol,FlyBase.ID,CG.ID,MF.Ratio,P.value
GLEAN_18874,GLEAN_18874,GA21300,FBgn0081288,CG8759,0.325335464,0
GLEAN_18401,GLEAN_18401,GA21302,FBgn0081290,CG8764,1.42642115,2.46E-10
GLEAN_08827,GLEAN_08827,GA21303,FBgn0081291,CG8765,0.858267932,2.97E-13
GLEAN_18402,GLEAN_18402,GA21304,FBgn0081292,CG8766,1.070912049,0.000026
GLEAN_18403,GLEAN_18403,GA21305,FBgn0081293,CG8767,0.647521499,0
GLEAN_09803,GLEAN_09803,GA21307,FBgn0081295,CG8770,1.572761597,0
GLEAN_18408,GLEAN_18408,GA21308,FBgn0081296,CG8771,0.620799801,0
GLEAN_18411,GLEAN_18411,GA21309,FBgn0081297,CG8772,1.351536056,0
GLEAN_04523,GLEAN_04523,GA21310,FBgn0081298,CG8773,1.110184919,1.12E-10
GLEAN_04524,GLEAN_04524,GA21311,FBgn0081299,CG8774,1.259106223,4.81E-08
GLEAN_18412,GLEAN_18412,GA21312,FBgn0081300,CG8776,1.175113412,1.00E-15
GLEAN_17460,GLEAN_17460,GA21314,FBgn0081302,CG8778,0.912122816,1.23E-12
GLEAN_17528,GLEAN_17528,GA21314,FBgn0081302,CG8778,0.97618061,0.00001061
GLEAN_18287,GLEAN_18287,GA21317,FBgn0081305,CG8781,0.461659154,0
GLEAN_08830,GLEAN_08830,GA21318,FBgn0081306,CG8782,1.340433827,0
GLEAN_09523,GLEAN_09523,GA21319,FBgn0081307,CG8783,0.726986259,0
GLEAN_17461,GLEAN_17461,GA21321,FBgn0081309,CG8785,1.198225964,0
GLEAN_17469,GLEAN_17469,GA21321,FBgn0081309,CG8785,1.088619663,7.06E-10
GLEAN_18898,GLEAN_18898,GA21323,FBgn0081311,CG8788,0.959390461,0.000000592
GLEAN_08832,GLEAN_08832,GA21324,FBgn0081312,CG8789,0.916368645,9.48E-12
GLEAN_04528,GLEAN_04528,GA21325,FBgn0081313,CG8790,0.588331016,0
GLEAN_16461,GLEAN_16461,GA21326,FBgn0081314,CG8791,0.889458994,3.00E-15
GLEAN_08833,GLEAN_08833,GA21327,FBgn0081315,CG8793,0.741490441,0
GLEAN_08834,GLEAN_08834,GA21329,FBgn0081317,CG8798,1.274030663,0.000000116
GLEAN_16738,GLEAN_16738,GA21331,FBgn0081319,CG8801,0.39302691,0
GLEAN_16736,GLEAN_16736,GA21332,FBgn0081320,CG8804,0.84739117,1.00E-15
GLEAN_17513,GLEAN_17513,GA21334,FBgn0081322,CG8806,0.782900028,1.02E-11
GLEAN_08835,GLEAN_08835,GA21335,FBgn0081323,CG8807,1.121010662,1.08E-10
GLEAN_18529,GLEAN_18529,GA21338,FBgn0081326,CG8811,0.382279568,0
GLEAN_10302,GLEAN_10302,GA21339,FBgn0081327,CG8813,5.10036325,0
GLEAN_10304,GLEAN_10304,GA21340,FBgn0081328,CG8814,0.784801661,0
GLEAN_18530,GLEAN_18530,GA21341,FBgn0081329,CG8815,0.694766453,8.00E-15
GLEAN_18531,GLEAN_18531,GA21342,FBgn0081330,CG8816,0.798187726,9.16E-13
GLEAN_10309,GLEAN_10309,GA21343,FBgn0081331,CG8817,0.891990345,3.45E-09
GLEAN_16164,GLEAN_16164,GA21344,FBgn0081332,CG8818,1.135320794,0.00001005
GLEAN_16165,GLEAN_16165,GA21345,FBgn0081333,CG8819,1.143217574,6.34E-12
GLEAN_05859,GLEAN_05859,GA21347,FBgn0081335,CG8823,0.936986392,0.00000006
GLEAN_16166,GLEAN_16166,GA21348,FBgn0081336,CG8824,1.013973536,0.02816962
GLEAN_16414,GLEAN_16414,GA21351,FBgn0081339,CG8828,0.557985679,0
GLEAN_16416,GLEAN_16416,GA21353,FBgn0081341,CG8830,1.424050196,0.0000732
GLEAN_17339,GLEAN_17339,GA21354,FBgn0081342,CG8831,0.74866904,2.80E-14
GLEAN_14569,GLEAN_14569,GA21355,FBgn0081343,CG8833,0.789712811,0
GLEAN_16870,GLEAN_16870,GA21356,FBgn0081344,CG8834,1.33403822,0
GLEAN_02099,GLEAN_02099,GA21358,FBgn0081346,CG8837,1.233963739,1.30E-10
GLEAN_17704,GLEAN_17704,GA21360,FBgn0081348,CG8839,1.017465587,0.24462885
GLEAN_17706,GLEAN_17706,GA21361,FBgn0081349,CG8841,1.021805071,0.03141164
GLEAN_02548,GLEAN_02548,GA21362,FBgn0081350,CG8843,0.815354864,0
GLEAN_02158,GLEAN_02158,GA21363,FBgn0081351,CG8844,1.143455325,0.00000362
GLEAN_02161,GLEAN_02161,GA21364,FBgn0081352,CG8846,1.315945736,2.33E-11
GLEAN_02799,GLEAN_02799,GA21365,FBgn0081353,CG8849,0.83398885,1.14E-13
GLEAN_02164,GLEAN_02164,GA21367,FBgn0081355,CG8851,2.957954786,0
GLEAN_17711,GLEAN_17711,GA21371,FBgn0081359,CG8857,0.660348722,7.50E-12
GLEAN_17712,GLEAN_17712,GA21372,FBgn0081360,CG8858,0.624424911,0
GLEAN_05514,GLEAN_05514,GA21374,FBgn0081362,CG8861,1.040870077,0.00000304
GLEAN_04531,GLEAN_04531,GA21376,FBgn0081364,CG8863,0.726029463,1.29E-12
GLEAN_14570,GLEAN_14570,GA21377,FBgn0081365,CG8865,0.900750842,0
GLEAN_05512,GLEAN_05512,GA21378,FBgn0081366,CG8866,0.882580636,0
GLEAN_10485,GLEAN_10485,GA21379,FBgn0081367,CG8867,1.653129793,0
GLEAN_10486,GLEAN_10486,GA21380,FBgn0081368,CG8869,1.996814063,0
GLEAN_02795,GLEAN_02795,GA21381,FBgn0081369,CG8871,1.506186062,0
GLEAN_02797,GLEAN_02797,GA21382,FBgn0081370,CG8873,1.031182725,7.88E-09
GLEAN_05453,GLEAN_05453,GA21383,FBgn0081371,CG8874,1.036205395,0.00000219
GLEAN_17456,GLEAN_17456,GA21384,FBgn0081372,CG8877,0.480697098,0
GLEAN_17457,GLEAN_17457,GA21385,FBgn0081373,CG8878,0.903063912,4.45E-10
GLEAN_18668,GLEAN_18668,GA21386,FBgn0081374,CG8881,1.856132885,0
GLEAN_10638,GLEAN_10638,GA21387,FBgn0081375,CG8882,0.41612821,0
GLEAN_06508,GLEAN_06508,GA21388,FBgn0081376,CG8884,0.998507383,0.94453214
GLEAN_10637,GLEAN_10637,GA21389,FBgn0081377,CG8885,0.540400157,0
GLEAN_10636,GLEAN_10636,GA21390,FBgn0081378,CG8886,0.383420665,0
GLEAN_08836,GLEAN_08836,GA21391,FBgn0081379,CG8887,0.88313139,1.00E-15
GLEAN_18153,GLEAN_18153,GA21392,FBgn0081380,CG8888,1.00639733,0.19238615
GLEAN_18003,GLEAN_18003,GA21393,FBgn0081381,CG8889,0.92665229,9.62E-11
GLEAN_10481,GLEAN_10481,GA21394,FBgn0081382,CG8890,0.758646654,0
GLEAN_10480,GLEAN_10480,GA21395,FBgn0081383,CG8891,0.554092982,0
GLEAN_10479,GLEAN_10479,GA21396,FBgn0081384,CG8892,0.894528901,0
GLEAN_16753,GLEAN_16753,GA21399,FBgn0081386,CG8900,0.561516375,0
GLEAN_16037,GLEAN_16037,GA21401,FBgn0081388,CG8905,0.996797255,0.9337293
GLEAN_06354,GLEAN_06354,GA21402,FBgn0081389,CG8907,1.081474763,6.30E-14
GLEAN_06353,GLEAN_06353,GA21405,FBgn0081392,CG8913,1.070808132,0.00510871
GLEAN_18302,GLEAN_18302,GA21406,FBgn0081393,CG8914,1.548745403,0
GLEAN_00652,GLEAN_00652,GA21407,FBgn0081394,CG8915,0.948283277,0.000000839
GA21412,,GA21412,FBgn0081399,CG8924,0.858803514,5.45E-11
GLEAN_08262,GLEAN_08262,GA21412,FBgn0081399,CG8924,0.87175824,1.88E-11
GLEAN_18326,GLEAN_18326,GA21415,FBgn0081402,CG8929,0.792234811,0
GA21417,,GA21417,FBgn0081404,CG8931,0.538082764,0
GA21419,,GA21419,FBgn0081406,CG8933,0.666418336,0
GLEAN_11398,GLEAN_11398,GA21419,FBgn0081406,CG8933,0.61552954,0
GLEAN_03905,GLEAN_03905,GA21420,FBgn0081407,CG8932,0.978002461,0.00315579
GLEAN_03906,GLEAN_03906,GA21420,FBgn0081407,CG8932,1.109954086,5.70E-13
GLEAN_16228,GLEAN_16228,GA21422,FBgn0081409,CG8938,1.486582984,8.87E-09
GLEAN_10868,GLEAN_10868,GA21423,FBgn0081410,CG8942,0.990617491,0.4841443
GLEAN_00343,GLEAN_00343,GA21424,FBgn0081411,CG8944,0.941387107,5.63E-12
GLEAN_16970,GLEAN_16970,GA21426,FBgn0081413,CG8946,0.922870421,8.30E-14
GLEAN_15350,GLEAN_15350,GA21427,FBgn0081414,CG8947,0.372651766,0
GLEAN_16973,GLEAN_16973,GA21430,FBgn0081417,CG8950,0.835435295,0
GLEAN_10877,GLEAN_10877,GA21432,FBgn0081419,CG8954,0.971172853,0.01978486
GLEAN_01324,GLEAN_01324,GA21434,FBgn0081421,CG8958,1.557897159,0
GA21435,,GA21435,FBgn0081422,CG8959,1.556709774,1.00E-15
GLEAN_11609,GLEAN_11609,GA21435,FBgn0081422,CG8959,1.583481487,3.00E-15
GLEAN_12421,GLEAN_12421,GA21435,FBgn0081422,CG8959,1.56178948,1.00E-15
GLEAN_16974,GLEAN_16974,GA21437,FBgn0081424,CG8961,0.619467286,0
GA21438,,GA21438,FBgn0081425,CG8962,0.524094909,0
GLEAN_13564,GLEAN_13564,GA21438,FBgn0081425,CG8962,0.562139462,0
GLEAN_18004,GLEAN_18004,GA21440,FBgn0081427,CG8964,0.910291175,8.61E-13
GLEAN_16522,GLEAN_16522,GA21446,FBgn0081433,CG8972,1.104275387,0.00000056
GLEAN_16523,GLEAN_16523,GA21447,FBgn0081434,CG8975,0.185681244,0
GLEAN_06342,GLEAN_06342,GA21448,FBgn0081435,CG8977,0.411510173,0
GLEAN_10887,GLEAN_10887,GA21449,FBgn0081436,CG8978,0.899752431,6.81E-08
GLEAN_16194,GLEAN_16194,GA21450,FBgn0081437,CG8979,1.286543288,1.50E-12
GLEAN_18074,GLEAN_18074,GA21451,FBgn0081438,CG8980,0.96170745,3.18E-11
GLEAN_10890,GLEAN_10890,GA21456,FBgn0081443,CG8987,0.848743191,6.30E-14
GLEAN_16200,GLEAN_16200,GA21457,FBgn0081444,CG8988,0.953146579,0.00085277
GLEAN_16202,GLEAN_16202,GA21459,FBgn0081446,CG8991,1.002560987,0.91475278
GLEAN_15713,GLEAN_15713,GA21460,FBgn0081447,CG8993,1.616865867,5.80E-14
GA21462,,GA21462,FBgn0081449,CG8995,0.683778042,0
GLEAN_13591,GLEAN_13591,GA21462,FBgn0081449,CG8995,0.651167229,0
GLEAN_16206,GLEAN_16206,GA21463,FBgn0081450,CG8996,0.966358229,0.04669656
GLEAN_10879,GLEAN_10879,GA21464,FBgn0081451,CG8997,1.400556321,4.70E-14
GLEAN_17101,GLEAN_17101,GA21465,FBgn0081452,CG8998,0.835319487,1.29E-13
GLEAN_16917,GLEAN_16917,GA21466,FBgn0081453,CG9000,0.670449233,0
GLEAN_16918,GLEAN_16918,GA21467,FBgn0081454,CG9001,1.408246611,0
GLEAN_17102,GLEAN_17102,GA21468,FBgn0081455,CG9003,0.956647943,2.22E-10
GLEAN_15714,GLEAN_15714,GA21469,FBgn0081456,CG9004,0.552788689,0
GLEAN_17103,GLEAN_17103,GA21470,FBgn0081457,CG9005,0.799682931,3.60E-14
GLEAN_17104,GLEAN_17104,GA21471,FBgn0081458,CG9006,0.897883392,0.0000134
GLEAN_09117,GLEAN_09117,GA21472,FBgn0081459,CG9007,0.771533123,5.54E-08
GLEAN_10895,GLEAN_10895,GA21473,FBgn0081460,CG9008,1.320514369,0
GLEAN_12661,GLEAN_12661,GA21474,FBgn0081461,CG9009,0.806529943,2.00E-15
GA21476,,GA21476,FBgn0081463,CG9012,0.57383187,0
GLEAN_13839,GLEAN_13839,GA21476,FBgn0081463,CG9012,0.657198002,0
GLEAN_16923,GLEAN_16923,GA21477,FBgn0081464,CG9013,1.380317353,1.32E-13
GLEAN_19594,GLEAN_19594,GA21478,FBgn0081465,CG9014,1.500454946,1.40E-14
GLEAN_14208,GLEAN_14208,GA21481,FBgn0081467,CG9018,0.599403744,0
GLEAN_01200,GLEAN_01200,GA21484,FBgn0081470,CG9022,0.638341346,0
GLEAN_18596,GLEAN_18596,GA21488,FBgn0081474,CG9027,0.246814661,0
GA21492,,GA21492,FBgn0081478,CG9032,1.133040947,0.00493279
GLEAN_13593,GLEAN_13593,GA21492,FBgn0081478,CG9032,1.259542672,0.0000164
GLEAN_01199,GLEAN_01199,GA21494,FBgn0081480,CG9034,1.136816973,0.00308782
GLEAN_18598,GLEAN_18598,GA21495,FBgn0081481,CG9035,0.768437591,1.00E-11
GLEAN_16693,GLEAN_16693,GA21496,FBgn0081482,CG9036,0.777977319,6.16E-11
GLEAN_19446,GLEAN_19446,GA21499,FBgn0081485,CG9044,0.956608158,5.18E-12
GLEAN_19447,GLEAN_19447,GA21499,FBgn0081485,CG9044,1.044302736,0.61833566
GA21500,,GA21500,FBgn0081486,CG9045,0.522897472,0
GLEAN_14089,GLEAN_14089,GA21500,FBgn0081486,CG9045,0.472701058,0
GLEAN_19448,GLEAN_19448,GA21501,FBgn0081487,CG9046,0.215520947,0
GLEAN_17636,GLEAN_17636,GA21502,FBgn0081488,CG34413,0.868681971,3.00E-15
GLEAN_19507,GLEAN_19507,GA21503,FBgn0081489,CG9048,0.140437488,0
GLEAN_12574,GLEAN_12574,GA21505,FBgn0081491,CG9053,0.587556706,0.00013371
GLEAN_09742,GLEAN_09742,GA21506,FBgn0081492,CG9054,0.808937418,0
GLEAN_13120,GLEAN_13120,GA21508,FBgn0081494,CG9057,0.642959602,0
GLEAN_01198,GLEAN_01198,GA21510,FBgn0081496,CG9060,0.716778863,0
GLEAN_16599,GLEAN_16599,GA21511,FBgn0081497,CG9062,1.058939378,0.00939306
GLEAN_08910,GLEAN_08910,GA21512,FBgn0081498,CG9063,0.789877044,1.87E-11
GLEAN_19502,GLEAN_19502,GA21513,FBgn0081499,CG9064,1.73411551,1.11E-12
GA21515,,GA21515,FBgn0081501,CG9066,0.834393602,7.75E-11
GLEAN_12115,GLEAN_12115,GA21515,FBgn0081501,CG9066,0.869224052,0.000000173
GLEAN_16600,GLEAN_16600,GA21516,FBgn0081502,CG9067,1.018276952,0.15385214
GA21519,,GA21519,FBgn0081505,CG9072,1.109415664,0
GLEAN_11529,GLEAN_11529,GA21519,FBgn0081505,CG9072,1.089903194,1.44E-12
GLEAN_16602,GLEAN_16602,GA21520,FBgn0081506,CG9073,0.905696759,3.16E-11
GLEAN_19449,GLEAN_19449,GA21521,FBgn0081507,CG9075,0.609289591,6.07E-11
GLEAN_19450,GLEAN_19450,GA21524,FBgn0081510,CG9078,0.929869394,8.22E-12
GLEAN_16609,GLEAN_16609,GA21526,FBgn0081512,CG9080,1.252317174,0.00033582
GLEAN_13117,GLEAN_13117,GA21527,FBgn0081513,CG9081,1.067066435,0.000000339
GLEAN_08043,GLEAN_08043,GA21530,FBgn0081516,CG9086,1.004452959,0.45457221
GLEAN_08047,GLEAN_08047,GA21533,FBgn0081519,CG9089,0.782900028,0
GLEAN_18299,GLEAN_18299,GA21534,FBgn0081520,CG9090,1.992804245,0
GLEAN_08012,GLEAN_08012,GA21541,FBgn0081527,CG9099,0.720814531,0
GLEAN_19683,GLEAN_19683,GA21542,FBgn0081528,CG9100,0.943915749,0.000000686
GLEAN_12914,GLEAN_12914,GA21543,FBgn0081529,CG9101,1.133826584,0
GLEAN_08051,GLEAN_08051,GA21545,FBgn0081531,CG9104,0.59737137,0
GLEAN_13105,GLEAN_13105,GA21546,FBgn0081532,CG9106,1.463071221,0
GLEAN_19496,GLEAN_19496,GA21547,FBgn0081533,CG9107,0.634415533,0
GLEAN_00061,GLEAN_00061,GA21552,FBgn0081538,CG9114,0.911617168,0
GLEAN_19494,GLEAN_19494,GA21553,FBgn0081539,CG9115,1.002123281,0.90970924
GLEAN_19493,GLEAN_19493,GA21555,FBgn0081541,CG9117,0.777007269,1.00E-15
GLEAN_09418,GLEAN_09418,GA21557,FBgn0081543,CG9119,1.345460466,1.90E-14
GLEAN_10471,GLEAN_10471,GA21559,FBgn0081545,CG9121,1.019541146,0.00029836
GLEAN_19492,GLEAN_19492,GA21563,FBgn0081549,CG9127,0.754294599,0
GLEAN_09265,GLEAN_09265,GA21564,FBgn0081550,CG9128,1.032412848,0.01796952
GLEAN_18740,GLEAN_18740,GA21564,FBgn0081550,CG9128,0.930643159,2.05E-11
GLEAN_19491,GLEAN_19491,GA21566,FBgn0081552,CG9131,1.12747856,0.00029763
GLEAN_19458,GLEAN_19458,GA21568,FBgn0081554,CG9135,0.442515532,0
GLEAN_19691,GLEAN_19691,GA21569,FBgn0081555,CG9138,1.171453753,0
GLEAN_09272,GLEAN_09272,GA21570,FBgn0081556,CG9139,0.752832074,9.36E-11
GLEAN_16638,GLEAN_16638,GA21571,FBgn0081557,CG9140,1.260765533,0.07672434
GLEAN_19488,GLEAN_19488,GA21571,FBgn0081557,CG9140,1.326661214,8.30E-13
GLEAN_19487,GLEAN_19487,GA21573,FBgn0081559,CG9144,0.946169132,0.00057328
GLEAN_19463,GLEAN_19463,GA21574,FBgn0081560,CG9147,1.842034395,0
GLEAN_09273,GLEAN_09273,GA21575,FBgn0081561,CG9148,0.617538077,0
GLEAN_09274,GLEAN_09274,GA21576,FBgn0081562,CG9149,1.051858033,0.03499598
GLEAN_19486,GLEAN_19486,GA21577,FBgn0081563,CG9150,1.085981856,0.00025485
GLEAN_19485,GLEAN_19485,GA21580,FBgn0081566,CG9154,0.853581019,1.33E-12
GLEAN_09277,GLEAN_09277,GA21581,FBgn0081567,CG9155,1.494538436,0
GLEAN_19465,GLEAN_19465,GA21582,FBgn0081568,CG9159,0.87230224,1.13E-11
GLEAN_09278,GLEAN_09278,GA21583,FBgn0081569,CG9160,0.915099168,0.04843335
GLEAN_09280,GLEAN_09280,GA21587,FBgn0081573,CG9165,0.703489112,0
GLEAN_08975,GLEAN_08975,GA21588,FBgn0081574,CG9166,0.774372701,0
GLEAN_01630,GLEAN_01630,GA21590,FBgn0081576,CG9169,1.536768657,0
GLEAN_19528,GLEAN_19528,GA21591,FBgn0081577,CG9171,1.266634254,7.46E-12
GA21592,,GA21592,FBgn0081578,CG9172,0.71311171,5.30E-13
GLEAN_07981,GLEAN_07981,GA21592,FBgn0081578,CG9172,0.737645729,7.77E-13
GLEAN_19484,GLEAN_19484,GA21593,FBgn0081579,CG9175,0.845982661,0
GLEAN_09659,GLEAN_09659,GA21595,FBgn0081581,CG9181,0.880198001,1.37E-13
GLEAN_18241,GLEAN_18241,GA21596,FBgn0081582,CG9183,0.473127197,0
GLEAN_09407,GLEAN_09407,GA21598,FBgn0081584,CG9186,0.931417569,0.000000041
GLEAN_08352,GLEAN_08352,GA21599,FBgn0081585,CG9188,0.851807891,0.00000014
GLEAN_09410,GLEAN_09410,GA21600,FBgn0081586,CG9191,0.712074453,0
GLEAN_18243,GLEAN_18243,GA21602,FBgn0081588,CG9193,0.400979393,0
GLEAN_00052,GLEAN_00052,GA21604,FBgn0081590,CG9195,0.962447666,7.87E-08
GLEAN_00050,GLEAN_00050,GA21606,FBgn0081591,CG9198,0.711186577,0
GLEAN_08353,GLEAN_08353,GA21607,FBgn0081592,CG9200,0.584307616,0
GLEAN_12955,GLEAN_12955,GA21609,FBgn0081594,CG9203,0.881785709,9.65E-13
GA21611,,GA21611,FBgn0081596,CG9205,0.732398124,2.00E-15
GLEAN_13674,GLEAN_13674,GA21611,FBgn0081596,CG9205,0.874602877,3.20E-14
GLEAN_15341,GLEAN_15341,GA21612,FBgn0081597,CG9206,0.821652345,0
GLEAN_08355,GLEAN_08355,GA21613,FBgn0081598,CG9207,0.641046093,0
GLEAN_08356,GLEAN_08356,GA21616,FBgn0081601,CG9211,0.783768773,0
GLEAN_01321,GLEAN_01321,GA21617,FBgn0081602,CG9212,0.780137323,1.80E-14
GLEAN_13345,GLEAN_13345,GA21618,FBgn0081603,CG9213,0.765354478,0
GLEAN_00195,GLEAN_00195,GA21619,FBgn0081604,CG9214,1.24841708,1.60E-14
GLEAN_12476,GLEAN_12476,GA21620,FBgn0081605,CG9215,0.87097306,0
GLEAN_16496,GLEAN_16496,GA21622,FBgn0081607,CG9218,2.920266432,0
GLEAN_19479,GLEAN_19479,GA21624,FBgn0081609,CG9222,1.652327884,0
GLEAN_19482,GLEAN_19482,GA21626,FBgn0081611,CG9226,0.562451265,0
GLEAN_19481,GLEAN_19481,GA21627,FBgn0081612,CG9227,2.122552149,0
GLEAN_08838,GLEAN_08838,GA21628,FBgn0081613,CG9231,0.812815602,1.98E-09
GLEAN_08349,GLEAN_08349,GA21629,FBgn0081614,CG9232,0.866216765,5.30E-14
GLEAN_19387,GLEAN_19387,GA21630,FBgn0081615,CG9233,0.872362706,0
GLEAN_16801,GLEAN_16801,GA21631,FBgn0081616,CG9235,1.339597882,0
GLEAN_16800,GLEAN_16800,GA21632,FBgn0081617,CG9236,1.099006562,0.00000486
GLEAN_14501,GLEAN_14501,GA21633,FBgn0081618,CG9238,0.867959722,2.37E-09
GLEAN_19607,GLEAN_19607,GA21634,FBgn0081619,CG9239,0.888596276,9.06E-13
GLEAN_13487,GLEAN_13487,GA21635,FBgn0081620,CG9240,1.086885526,0.00011638
GLEAN_19153,GLEAN_19153,GA21636,FBgn0081621,CG9241,0.571133534,0
GLEAN_19769,GLEAN_19769,GA21637,FBgn0081622,CG9242,0.901875378,6.19E-10
GLEAN_19151,GLEAN_19151,GA21639,FBgn0081624,CG9244,1.02296728,0.44307449
GLEAN_13486,GLEAN_13486,GA21640,FBgn0081625,CG9245,1.018983012,0.16948227
GLEAN_19150,GLEAN_19150,GA21641,FBgn0081626,CG9246,0.399980064,0
GLEAN_19772,GLEAN_19772,GA21642,FBgn0081627,CG9247,0.710004464,0
GLEAN_19149,GLEAN_19149,GA21643,FBgn0081628,CG9248,0.821652345,1.77E-13
GLEAN_19148,GLEAN_19148,GA21645,FBgn0081630,CG9250,0.909156145,2.70E-13
GLEAN_19147,GLEAN_19147,GA21647,FBgn0081632,CG9253,0.410257041,0
GLEAN_19144,GLEAN_19144,GA21649,FBgn0081634,CG9257,0.981513489,0.01512224
GLEAN_19214,GLEAN_19214,GA21650,FBgn0081635,CG9258,0.697516863,0.00001392
GLEAN_19141,GLEAN_19141,GA21651,FBgn0081636,CG9259,1.765405993,0
GLEAN_19213,GLEAN_19213,GA21652,FBgn0081637,CG9261,1.173160173,9.46E-10
GLEAN_19604,GLEAN_19604,GA21654,FBgn0081639,CG9263,1.817934222,0
GLEAN_19140,GLEAN_19140,GA21655,FBgn0081640,CG9264,1.01473288,0.01299422
GLEAN_19783,GLEAN_19783,GA21656,FBgn0081641,CG9265,0.91503574,1.54E-11
GLEAN_19609,GLEAN_19609,GA21658,FBgn0081643,CG9267,0.851512728,0
GLEAN_19789,GLEAN_19789,GA21660,FBgn0081645,CG31793,1.109646384,0.0000271
GLEAN_19614,GLEAN_19614,GA21661,FBgn0081646,CG9271,0.107372765,0
GLEAN_02901,GLEAN_02901,GA21663,FBgn0081648,CG9273,0.384991901,0
GLEAN_08841,GLEAN_08841,GA21664,FBgn0081649,CG9279,2.446128172,0
GLEAN_13485,GLEAN_13485,GA21666,FBgn0081651,CG9281,0.810452759,6.00E-15
GLEAN_06241,GLEAN_06241,GA21669,FBgn0081654,CG9285,0.70314786,0
GLEAN_04162,GLEAN_04162,GA21672,FBgn0081657,CG9288,0.811127156,1.61E-13
GLEAN_19620,GLEAN_19620,GA21675,FBgn0081660,CG9293,0.795646776,0
GLEAN_08441,GLEAN_08441,GA21678,FBgn0081663,CG9296,0.81529835,0
GLEAN_05881,GLEAN_05881,GA21679,FBgn0081664,CG9297,1.08259978,0.00023528
GLEAN_08323,GLEAN_08323,GA21680,FBgn0081665,CG9298,0.956289937,0.00000169
GLEAN_09793,GLEAN_09793,GA21682,FBgn0081667,CG9300,0.76540753,0
GLEAN_19621,GLEAN_19621,GA21683,FBgn0081668,CG9302,0.675440223,0
GLEAN_18736,GLEAN_18736,GA21688,FBgn0081673,CG9308,2.357895858,0
GLEAN_08440,GLEAN_08440,GA21689,FBgn0081674,CG9310,0.953569502,2.46E-10
GLEAN_05879,GLEAN_05879,GA21691,FBgn0081676,CG9312,1.029682818,0.000000697
GLEAN_08324,GLEAN_08324,GA21693,FBgn0081678,CG9314,3.188990943,0
GLEAN_02914,GLEAN_02914,GA21694,FBgn0081679,CG9316,1.885307695,0
GLEAN_02912,GLEAN_02912,GA21696,FBgn0081681,CG9318,1.536981713,3.00E-15
GLEAN_02911,GLEAN_02911,GA21697,FBgn0081682,CG9319,0.830239801,0
GLEAN_02007,GLEAN_02007,GA21698,FBgn0081683,CG9320,0.568526696,0
GLEAN_02910,GLEAN_02910,GA21700,FBgn0081685,CG9323,0.684441907,0
GLEAN_02011,GLEAN_02011,GA21701,FBgn0081686,CG9324,0.895397379,0.00009403
GLEAN_17698,GLEAN_17698,GA21702,FBgn0081687,CG9325,0.824390623,1.17E-09
GLEAN_17700,GLEAN_17700,GA21702,FBgn0081687,CG9325,0.220110519,0
GLEAN_17701,GLEAN_17701,GA21702,FBgn0081687,CG9325,0.872241779,0.00000114
GLEAN_02909,GLEAN_02909,GA21703,FBgn0081688,CG9326,1.016091272,0.01077952
GLEAN_18900,GLEAN_18900,GA21704,FBgn0081689,CG9327,0.792564361,0.00272388
GLEAN_02012,GLEAN_02012,GA21705,FBgn0081690,CG9328,1.263039712,6.60E-12
GLEAN_09794,GLEAN_09794,GA21707,FBgn0081692,CG9330,0.647072827,0
GLEAN_02014,GLEAN_02014,GA21708,FBgn0081693,CG9331,1.225864907,1.58E-10
GLEAN_02907,GLEAN_02907,GA21709,FBgn0081694,CG9333,1.03890951,0.00173094
GLEAN_02018,GLEAN_02018,GA21710,FBgn0081695,CG9335,1.033780576,0.00000792
GLEAN_02020,GLEAN_02020,GA21711,FBgn0081696,CG9336,1.891853009,0
GLEAN_02903,GLEAN_02903,GA21714,FBgn0081699,CG9342,0.546919346,0
GLEAN_18684,GLEAN_18684,GA21716,FBgn0081701,CG9344,0.858208443,6.78E-13
GLEAN_18902,GLEAN_18902,GA21718,FBgn0081703,CG9346,0.705637922,0
GLEAN_05873,GLEAN_05873,GA21719,FBgn0081704,CG9347,1.411178025,3.83E-12
GLEAN_18904,GLEAN_18904,GA21720,FBgn0081705,CG9350,1.381753244,2.58E-13
GLEAN_05871,GLEAN_05871,GA21721,FBgn0081706,CG9351,0.664803554,0
GLEAN_18906,GLEAN_18906,GA21722,FBgn0081707,CG9353,0.543141498,0
GLEAN_05449,GLEAN_05449,GA21725,FBgn0081710,CG9356,1.036313137,0.000000918
GLEAN_17319,GLEAN_17319,GA21727,FBgn0081712,CG9358,1.642052211,0
GLEAN_05448,GLEAN_05448,GA21728,FBgn0081713,CG9359,0.626288807,0.000000166
GLEAN_05447,GLEAN_05447,GA21730,FBgn0081715,CG9361,1.178539408,0
GLEAN_05445,GLEAN_05445,GA21731,FBgn0081716,CG9362,0.914845484,8.84E-08
GLEAN_05444,GLEAN_05444,GA21732,FBgn0081717,CG9363,1.047565171,0.000000176
GLEAN_06650,GLEAN_06650,GA21734,FBgn0081719,CG9366,1.097331938,1.16E-11
GLEAN_09798,GLEAN_09798,GA21737,FBgn0081722,CG9372,1.02983271,0.01726225
GLEAN_06649,GLEAN_06649,GA21738,FBgn0081723,CG9373,0.407282011,0
GLEAN_06307,GLEAN_06307,GA21739,FBgn0081724,CG9374,1.057069329,0.00000287
