ID,GAnumber,Average.intensity,log2,t,adj.p.value
GLEAN_15504,GA11492,5.17241358,-0.256048283,-4.197955762,0.003934114
GLEAN_09744,GA28613,7.586670226,-0.256012346,-3.106988027,0.031983387
GLEAN_19703,GA13464,6.081627038,-0.25587074,-3.539037327,0.014106226
GLEAN_08605,GA28139,5.271555148,-0.255681549,-3.212205772,0.026540403
GLEAN_14422,GA20492,14.20100396,-0.255255115,-3.185514396,0.027615749
GLEAN_13102,GA19192,12.03036589,-0.254425257,-4.723712809,0.001347462
GLEAN_03627,GA19530,11.87526336,-0.254305076,-2.920677149,0.044500721
GLEAN_06513,GA27374,8.304394835,-0.254155246,-3.267724272,0.02396743
GLEAN_17349,GA10822,5.413671624,-0.252988962,-2.979175671,0.03980287
GLEAN_01120,GA18124,5.638187466,-0.252364503,-3.53211969,0.014255085
GLEAN_18487,GA11943,7.635768634,-0.252360162,-2.996399138,0.038660795
GLEAN_02997,GA18056,10.04737507,-0.252130194,-3.90154234,0.007085245
GLEAN_00070,GA19844,12.84143732,-0.252058214,-3.342763267,0.020685365
GLEAN_19017,GA20930,7.794464436,-0.251789447,-2.951495784,0.041942319
GLEAN_05667,GA12268,5.675347308,-0.251289785,-3.389037816,0.018914525
GLEAN_09511,GA12099,10.99523032,-0.249122515,-3.492835246,0.015425344
GLEAN_04877,GA26778,5.631843776,-0.248953186,-3.174357499,0.028189122
GLEAN_01411,GA23693,5.850069904,-0.248728844,-3.383489563,0.019129819
GLEAN_16356,GA14564,6.48196842,-0.248642914,-3.045630611,0.035519472
GLEAN_12293,GA22511,9.723249993,-0.248596471,-4.47681398,0.002263256
GLEAN_00479,GA26711,11.2392049,-0.247921656,-4.855591667,0.001028718
GLEAN_09720,GA28607,7.286624481,-0.247475708,-3.584681742,0.012948357
GLEAN_17590,GA24625,8.317396689,-0.24699838,-2.920812418,0.044500721
GLEAN_12575,GA17013,5.800180067,-0.246337547,-4.529445737,0.002036758
GLEAN_05234,GA15932,5.572767119,-0.245590135,-3.897578248,0.007150757
GLEAN_06856,GA27496,11.9699701,-0.244850266,-4.589595329,0.001800739
GLEAN_03045,GA16568,11.31728155,-0.243702343,-3.014649742,0.037344952
GLEAN_01298,GA14231,6.295262695,-0.243574424,-3.253265213,0.024606352
GLEAN_19345,GA10271,13.28592571,-0.243187046,-4.769343134,0.001217196
GLEAN_17534,GA24608,10.89465923,-0.242489523,-3.183910978,0.027681866
GLEAN_01789,GA14524,6.320570536,-0.242248402,-4.349684049,0.002947476
GLEAN_08523,GA23292,13.21181877,-0.241713988,-3.84800463,0.007804594
GLEAN_02759,GA17299,11.46933783,-0.241658924,-3.103570498,0.032185814
GLEAN_17852,GA10078,5.783076793,-0.241251926,-3.191226055,0.027326579
GLEAN_04051,GA26462,14.56512726,-0.24109487,-4.076429075,0.005103029
GLEAN_02126,GA25731,8.635153115,-0.240476873,-3.277829944,0.023513901
GLEAN_08732,GA19636,6.946761614,-0.239350184,-3.192861885,0.027252435
GLEAN_08294,GA28025,9.106885138,-0.23931245,-3.4474039,0.016819236
GLEAN_07372,GA27674,6.168266778,-0.238415564,-3.967019359,0.006296651
GLEAN_13509,GA20648,9.12128966,-0.238349192,-3.602495828,0.01253135
GLEAN_15075,GA21142,9.136041661,-0.238176419,-3.166334264,0.028542093
GLEAN_00056,GA21586,5.79690107,-0.238104562,-3.572221052,0.013215255
GLEAN_13496,GA23086,6.30747427,-0.237776845,-3.027344318,0.036498029
GLEAN_06066,GA22246,7.705449429,-0.236189913,-3.266507557,0.024010748
GLEAN_18914,GA21760,5.690922816,-0.235733447,-3.073539805,0.033792644
GLEAN_05852,GA27129,5.691285893,-0.235663616,-3.538384068,0.014106226
GLEAN_07917,GA27873,7.539122194,-0.23447521,-2.856096213,0.049845167
GLEAN_07130,GA18856,6.467334487,-0.234269663,-3.152949686,0.029321165
GLEAN_07848,GA11233,7.107491372,-0.233744151,-3.197056366,0.027016696
GLEAN_16983,GA11422,11.83141641,-0.233610971,-4.67696911,0.001491535
GLEAN_19737,GA11093,10.57854149,-0.233287206,-4.85560291,0.001028718
GLEAN_07557,GA20511,11.08059151,-0.232814949,-4.002566192,0.005890266
GLEAN_10958,GA29097,5.530953746,-0.23280525,-3.062496236,0.034433982
GLEAN_07964,GA22773,7.101602883,-0.230883749,-3.397741056,0.018648019
GLEAN_11839,GA22314,11.28255959,-0.230758499,-4.264548522,0.003457736
GLEAN_04939,GA19854,12.7642596,-0.230448804,-3.869457506,0.007492994
GLEAN_02268,GA25785,9.723846139,-0.230315024,-4.066112613,0.005202816
GLEAN_05768,GA19206,12.85973048,-0.229349751,-4.41344863,0.002568891
GLEAN_16418,GA24223,10.08307326,-0.229176383,-3.753458945,0.009312485
GLEAN_17907,GA10089,12.23984508,-0.229119503,-3.158301256,0.029005101
GLEAN_02811,GA17596,12.92480763,-0.227513255,-3.341464617,0.0207254
GLEAN_04139,GA13835,5.38669591,-0.227083744,-3.648777093,0.011448878
GLEAN_05621,GA16092,5.385724404,-0.226584531,-4.119097597,0.004637549
GLEAN_00168,GA18592,13.34743201,-0.225695934,-2.892231415,0.046821553
GLEAN_08809,GA18460,10.58506276,-0.225494138,-3.062402586,0.034433982
GLEAN_03606,GA26288,8.388940589,-0.224600079,-4.038444494,0.005465686
GLEAN_00060,GA11717,12.48990191,-0.224522418,-2.954707154,0.041658279
GLEAN_17344,GA17643,14.45502455,-0.22438166,-5.57524654,0.000213151
GLEAN_12324,GA22521,7.703219748,-0.223907256,-3.715281097,0.010025728
GLEAN_11494,GA29322,4.970659303,-0.221631068,-2.85751987,0.049720098
GLEAN_16877,GA21772,8.291760871,-0.221531841,-2.979523137,0.039786238
GLEAN_05723,GA17647,15.18485741,-0.22128449,-4.263999581,0.003457736
GLEAN_04643,GA26680,6.348853999,-0.220718292,-3.220329749,0.026171613
GLEAN_07675,GA29243,7.042826288,-0.220202453,-3.775463366,0.008939934
GLEAN_02326,GA16409,12.29499591,-0.219360228,-3.387941065,0.018958321
GLEAN_04112,GA15167,8.210007153,-0.219117698,-2.871359331,0.048532768
GLEAN_10339,GA10478,15.9146821,-0.218846691,-3.147055476,0.029617363
GLEAN_07360,GA27766,7.328689775,-0.218555327,-4.028738718,0.005571382
GLEAN_18430,GA24903,6.656799616,-0.217798066,-3.411304802,0.018118558
GLEAN_09581,GA28551,6.263208838,-0.217597491,-3.573699995,0.013209994
GLEAN_00471,GA26672,6.46880068,-0.216857206,-3.925128157,0.006748303
GLEAN_19002,GA21168,9.253903068,-0.216812759,-2.991628609,0.039008677
GLEAN_03663,GA19207,6.388440989,-0.216345665,-2.865853821,0.049012225
GLEAN_15595,GA11155,12.70919942,-0.21565306,-4.538816524,0.001996305
GLEAN_16812,GA19298,11.65682269,-0.214642554,-5.598739773,0.000200412
GLEAN_19605,GA13864,5.176325488,-0.214095827,-3.220456115,0.026171613
GLEAN_00433,GA27797,6.117382017,-0.213140445,-3.055213469,0.034997749
GLEAN_17042,GA13018,14.53045153,-0.212345512,-2.970838035,0.040433674
GLEAN_10924,GA21070,11.93775374,-0.211076247,-3.253559996,0.024601959
GLEAN_16761,GA12359,5.590087117,-0.21080324,-3.135447009,0.030332201
GLEAN_03132,GA26114,5.674137949,-0.209496473,-2.923936698,0.044232098
GLEAN_09436,GA20022,11.8546305,-0.209413767,-4.424475085,0.002512605
GLEAN_08137,GA15170,9.028990193,-0.208995329,-3.430056478,0.017424299
GLEAN_07676,GA21397,15.08739508,-0.208963223,-3.368734977,0.019577844
GLEAN_17674,GA24654,6.249269293,-0.20848632,-3.568521092,0.013310016
GLEAN_02296,GA16599,9.695457709,-0.207888185,-4.948361684,0.000837854
GLEAN_18379,GA24880,9.026850973,-0.206913105,-3.520871501,0.014540303
GLEAN_16364,GA20763,6.572998246,-0.206318067,-3.550797911,0.013755014
GLEAN_09688,GA28589,11.20284622,-0.205938822,-4.518890682,0.002085439
GLEAN_09019,GA11380,13.34274544,-0.205570495,-3.21251826,0.026540403
GLEAN_03839,GA21995,13.14965474,-0.205560099,-3.498748798,0.015239744
GLEAN_18950,GA18280,10.45825897,-0.205407197,-5.296855237,0.000386261
GLEAN_00820,GA12838,12.58109517,-0.203936011,-3.551973774,0.013727625
GLEAN_11675,GA22229,6.920690507,-0.202025439,-3.237470984,0.025284156
GLEAN_16054,GA24086,12.33158753,-0.201580772,-3.53801872,0.01410972
GLEAN_02230,GA21017,11.43498186,-0.201516759,-3.038398568,0.035994666
GLEAN_08197,GA27983,6.892486525,-0.200769455,-2.869269688,0.048739349
GLEAN_09531,GA10937,7.965107816,-0.199950011,-2.954444715,0.041666778
GLEAN_01734,GA20725,11.76618246,-0.198386758,-2.965762476,0.04087304
GLEAN_16092,GA16296,11.48298542,-0.197883313,-4.058192348,0.005242613
GLEAN_04270,GA15707,8.457966952,-0.197245548,-3.137540478,0.030221951
GLEAN_09939,GA28685,5.146849923,-0.196974811,-3.078331511,0.033440237
GLEAN_10911,GA29076,5.865814911,-0.196080786,-4.617989271,0.001693781
GLEAN_04955,GA26805,9.38040363,-0.195821622,-3.274346031,0.023695052
GLEAN_14816,GA18964,11.28954249,-0.195600827,-3.118385948,0.031267709
GLEAN_16267,GA11261,11.19750493,-0.195566074,-3.197626867,0.027001935
GLEAN_01338,GA23435,11.90865083,-0.195287317,-3.935428612,0.006657736
GLEAN_17625,GA24634,13.39269861,-0.194851719,-3.028288133,0.036498029
GLEAN_08036,GA27924,6.498931154,-0.194773807,-3.927163017,0.006748303
GLEAN_06909,GA27513,5.415606039,-0.194066834,-3.394899795,0.018703333
GLEAN_08055,GA21548,5.742635002,-0.193476397,-3.170869432,0.028354996
GLEAN_05755,GA22497,6.201493773,-0.193302485,-3.785136143,0.008780976
GLEAN_03741,GA10826,12.44211142,-0.192004277,-3.246994028,0.024858553
GLEAN_07407,GA29100,5.653577033,-0.191570994,-4.83758052,0.001073467
GLEAN_04958,GA19956,5.65164421,-0.191497053,-3.607480011,0.012439142
GLEAN_15546,GA12178,11.19305655,-0.190117847,-3.892612092,0.007195184
GLEAN_11535,GA24011,7.553500195,-0.188938845,-3.963129348,0.006331345
GLEAN_11241,GA22767,6.666064373,-0.188216093,-2.857431891,0.049720098
GLEAN_04536,GA18704,11.34958126,-0.187639849,-4.829384286,0.001088664
GLEAN_06419,GA27337,12.183535,-0.187498085,-3.796494741,0.008594546
GLEAN_10316,GA28810,10.36408775,-0.187493055,-3.422607051,0.01768907
GLEAN_10349,GA10622,11.85158317,-0.185810868,-3.588292802,0.012870182
GLEAN_07384,GA27685,5.741685363,-0.185262227,-3.061664272,0.034482807
GLEAN_14855,GA16721,8.07520416,-0.183963865,-2.960507484,0.041340887
GLEAN_07037,GA12901,5.713477125,-0.183956359,-3.093993899,0.032673311
GLEAN_15833,GA26438,6.169059174,-0.183057678,-3.177406192,0.028044483
GLEAN_10497,GA28891,5.028953989,-0.182177525,-3.104261047,0.032144622
GLEAN_00512,GA15329,8.744042827,-0.182002813,-3.529488895,0.01431892
GLEAN_03825,GA11242,11.51914303,-0.181470042,-4.47414143,0.002272431
GLEAN_10081,GA28718,6.436752941,-0.180366726,-3.724759947,0.009826707
GLEAN_18682,GA19426,9.013776491,-0.178617302,-4.097737831,0.004851379
GLEAN_07902,GA27864,11.25065207,-0.177656033,-3.090357844,0.03281239
GLEAN_03714,GA10005,12.42183718,-0.177088693,-3.363592633,0.019761629
GLEAN_14348,GA15093,12.25082606,-0.176383949,-3.84407705,0.007868545
GLEAN_03249,GA26148,5.30251957,-0.175868857,-2.898256895,0.046379187
GLEAN_16401,GA11915,10.61399704,-0.175157787,-3.000302311,0.038364882
GLEAN_06671,GA19880,11.26227345,-0.17509764,-3.163031651,0.028772236
GLEAN_01353,GA10273,6.413715176,-0.174915834,-2.973259302,0.040261742
GLEAN_01218,GA22798,12.08177735,-0.174853062,-4.611528772,0.001715195
GLEAN_17684,GA24656,9.230451766,-0.173353869,-3.935560726,0.006657736
GLEAN_10077,GA22406,5.92374046,-0.171563357,-2.945777418,0.042347649
GLEAN_16904,GA24381,9.748812173,-0.171238538,-3.151647079,0.029373365
GLEAN_11954,GA13736,11.22320403,-0.171046906,-3.094506137,0.032664129
GLEAN_19852,GA25501,6.495818589,-0.170868546,-3.712739456,0.010083975
GLEAN_16041,GA13102,5.196803482,-0.169800057,-3.106122239,0.032021868
GLEAN_10022,GA29198,6.669387768,-0.169463055,-3.366742162,0.019632013
GLEAN_17970,GA20892,11.24781764,-0.169252598,-3.611450834,0.012312065
GLEAN_07357,GA29133,6.132493898,-0.168418657,-3.84908541,0.007788472
GLEAN_14287,GA18918,11.37103087,-0.165281444,-4.480564248,0.002254301
GLEAN_19492,GA21563,11.44296652,-0.164052714,-2.962406604,0.041189447
GLEAN_07784,GA19355,15.35388216,-0.163511702,-3.613292514,0.012279068
GLEAN_08070,GA28128,8.225448464,-0.162774538,-3.053773967,0.035043156
GLEAN_17180,GA15814,11.17893087,-0.162398112,-3.249851607,0.024757078
GLEAN_02779,GA17300,12.18096733,-0.162048149,-3.036771394,0.036056357
GLEAN_04564,GA26636,7.723965181,-0.162005293,-3.053537087,0.035043156
GLEAN_10910,GA29075,5.576425975,-0.160850367,-3.803256842,0.00847809
GLEAN_13486,GA21640,11.8075681,-0.160686185,-2.959556701,0.041359425
GLEAN_05137,GA29137,6.206800091,-0.16066909,-4.339472063,0.003002919
GLEAN_08324,GA21693,6.145385453,-0.160188163,-3.222371075,0.026075765
GLEAN_12039,GA22415,5.763468751,-0.159331804,-2.941833786,0.042699532
GLEAN_07589,GA29338,6.84389885,-0.158998366,-3.093467551,0.032688489
GLEAN_17649,GA24640,7.320371692,-0.157949067,-2.980549396,0.039718939
GLEAN_00939,GA28549,6.485463543,-0.157838786,-2.87708229,0.048078576
GLEAN_18779,GA25031,11.67998096,-0.155303102,-3.138261772,0.030181004
GLEAN_07304,GA23202,7.285271332,-0.155102191,-2.913803156,0.045166533
GLEAN_02651,GA14464,11.8046427,-0.151977836,-2.858730164,0.049643776
GLEAN_12513,GA20890,11.56415725,-0.151692901,-2.924042282,0.044232098
GLEAN_18305,GA10531,9.985067539,-0.150651066,-2.994766435,0.038786987
GLEAN_09645,GA12609,9.483720937,-0.149876542,-3.313697181,0.021886382
GLEAN_03307,GA26163,6.608460885,-0.149616854,-3.245704902,0.024897232
GLEAN_06142,GA27234,7.549000002,-0.149198888,-3.117849242,0.031267709
GLEAN_14301,GA23405,12.94377157,-0.148612069,-3.974133917,0.006217469
GLEAN_16188,GA17580,5.347066804,-0.147949167,-2.96024648,0.041340887
GLEAN_00134,GA14617,9.193597637,-0.147544836,-3.477651376,0.015768409
GLEAN_17232,GA24495,5.550406872,-0.145325331,-2.905552198,0.045834894
GLEAN_03621,GA26299,11.0635029,-0.144092747,-3.147150186,0.029617363
GLEAN_12751,GA13244,11.37685274,-0.141970229,-3.03657264,0.036056808
GLEAN_05856,GA22044,10.59103898,-0.141475535,-2.863094298,0.04920471
GLEAN_10025,GA28698,5.700861226,-0.131052535,-3.335593593,0.020989479
GLEAN_18178,GA17327,5.3332466,-0.125804808,-2.928619721,0.043907459
GLEAN_00063,GA24356,9.001901249,-0.123873712,-2.896446541,0.046509565
GLEAN_06151,GA20080,13.30697937,-0.123096733,-3.041588448,0.035805158
GLEAN_03231,GA19090,12.78542835,-0.118823122,-2.990028927,0.03910888
GLEAN_09285,GA20548,11.69131447,-0.116042774,-3.045301622,0.035531884
GLEAN_16093,GA16335,13.97838944,-0.114849318,-3.242062099,0.025065582
GLEAN_16249,GA21048,11.57056625,-0.114733469,-3.046713472,0.035453595
GLEAN_16782,GA22151,12.70239244,-0.111339773,-3.099417159,0.032417615
GLEAN_06632,GA15184,12.32716279,-0.097116178,-2.943280507,0.042560786
GLEAN_08990,GA10630,11.57323724,0.095713151,2.981134116,0.039697125
GLEAN_08344,GA28043,11.53524722,0.098107589,3.365162614,0.019690429
GLEAN_07053,GA27572,16.42818883,0.100256804,3.269518965,0.023905878
GLEAN_16113,GA22071,10.74926769,0.104912015,2.884329346,0.047378239
GLEAN_17571,GA17403,12.49064343,0.106162175,2.868378739,0.048806577
GLEAN_16863,GA17765,11.67341427,0.10729763,3.076237186,0.033606981
GLEAN_04228,GA18874,12.22453602,0.10763301,2.998956117,0.038467219
GLEAN_16146,GA17485,12.58892977,0.107991697,3.256124906,0.024478056
GLEAN_05303,GA20605,10.91988131,0.108453917,2.974892877,0.040149754
GLEAN_13466,GA11429,12.45433875,0.108780512,3.492428497,0.015425344
GLEAN_14655,GA10871,11.54375356,0.110037661,2.884105181,0.047378239
GLEAN_01390,GA22116,13.16444651,0.114935021,3.133764626,0.030394932
GLEAN_12498,GA22596,6.719237178,0.115150057,2.959519828,0.041359425
GLEAN_10804,GA15914,12.19009212,0.115963428,3.068528103,0.034079487
GLEAN_11424,GA12809,11.36941147,0.116273444,2.929048545,0.043907459
GLEAN_18584,GA15804,11.10725577,0.116768163,3.049493607,0.035270642
GLEAN_17559,GA17066,11.21315749,0.116917703,3.21040819,0.026630026
GLEAN_17393,GA13517,7.990951629,0.117380181,3.08751658,0.03288406
GLEAN_11484,GA18340,11.87696535,0.117462551,3.516661984,0.014644615
GLEAN_10475,GA16563,12.13402836,0.117707925,2.874322385,0.048288177
GLEAN_18216,GA19155,12.08882512,0.119481652,3.30076553,0.022506264
GLEAN_11777,GA17638,11.78688491,0.119919562,3.266556939,0.024010748
GLEAN_11748,GA17129,11.55238122,0.120180988,3.527141089,0.014387423
GLEAN_09139,GA17964,10.84508683,0.121209955,2.904488138,0.045901951
GLEAN_09133,GA13431,12.83370303,0.12145223,3.272383114,0.023766631
GLEAN_16189,GA10380,11.59307559,0.121453811,2.866677559,0.048931332
GLEAN_15316,GA20138,11.4123945,0.121553523,2.873363649,0.048384626
GLEAN_03029,GA17589,12.19303459,0.121730675,3.01918204,0.036998634
GLEAN_03775,GA11324,11.82466632,0.122064363,2.939345334,0.042893372
GLEAN_03244,GA19444,14.32814087,0.122113981,3.1994053,0.026947487
GLEAN_10227,GA20659,12.31679578,0.122248736,3.230259821,0.025622773
GLEAN_16089,GA12378,12.05410242,0.123383546,3.884422073,0.007292449
GLEAN_01896,GA18615,11.52833302,0.123869047,3.575983059,0.013160599
GLEAN_04907,GA19436,10.892378,0.123904733,3.020912483,0.036960713
GLEAN_01555,GA25538,11.09975029,0.124140041,2.987757094,0.039192121
GLEAN_12288,GA15017,11.44008625,0.124356658,3.433139727,0.017318606
GLEAN_10682,GA15487,11.54454771,0.124640002,3.206276306,0.026744969
GLEAN_06915,GA20783,11.70421624,0.12466811,3.207966591,0.026716033
GLEAN_06310,GA15464,13.80307688,0.124881455,3.201655186,0.026869029
GLEAN_04706,GA18969,10.49864824,0.125802263,3.186488671,0.02757584
GLEAN_04212,GA18939,11.1554782,0.127031824,3.202239731,0.026862057
GLEAN_08902,GA28259,8.158579616,0.12722823,3.007103958,0.037822767
GLEAN_07050,GA14631,13.43304838,0.127552967,3.335956953,0.020982504
GLEAN_14999,GA16713,11.3421945,0.127578272,2.881429261,0.047634088
GLEAN_05536,GA19521,10.4700829,0.12795579,2.92251751,0.044352678
GLEAN_19032,GA10564,10.69896565,0.128098394,3.115483983,0.031410435
GLEAN_03349,GA26181,11.90502074,0.128461146,3.226835719,0.025824052
GLEAN_17233,GA24496,14.57337994,0.129534358,3.23955773,0.025203961
GLEAN_08641,GA19037,12.28051963,0.129638869,3.476638566,0.015788563
GLEAN_10848,GA14804,10.73723281,0.12964669,3.082785361,0.03315014
GLEAN_18748,GA25016,4.989657753,0.131183947,3.036293518,0.036064832
GLEAN_16163,GA21037,12.79473687,0.132623342,3.873922886,0.007421062
GLEAN_06180,GA19414,10.61124631,0.132795741,2.97988039,0.039768614
GLEAN_03302,GA17200,11.55012119,0.13280199,3.222654084,0.026071618
GLEAN_02990,GA10631,12.32956597,0.132830479,3.275970822,0.023611706
GLEAN_06812,GA14165,13.51671013,0.133192053,2.892826967,0.046771565
GLEAN_09707,GA28600,5.524930693,0.133445956,3.263262356,0.024176307
GLEAN_02548,GA21362,10.85030034,0.13363311,3.228218619,0.025747774
GLEAN_14871,GA23607,11.78862542,0.134203713,3.539312032,0.014106226
GLEAN_12679,GA11686,5.519220224,0.134509484,3.126859517,0.030747692
GLEAN_15938,GA19432,10.23771302,0.134594319,2.890574532,0.046935077
GLEAN_10474,GA28879,10.42004644,0.134613055,2.927294416,0.043995647
GLEAN_14997,GA20029,11.94975675,0.134709727,3.569918182,0.013289715
GLEAN_11969,GA18164,10.3636454,0.13508442,3.370023043,0.019548384
GLEAN_09447,GA20784,11.26354518,0.136171713,3.298244345,0.022588084
GLEAN_13830,GA23235,15.96550323,0.136319278,3.620112544,0.012152929
GLEAN_03455,GA11523,11.44222186,0.136433431,3.954646307,0.006435931
GLEAN_01598,GA10483,12.35179621,0.136680787,3.066660823,0.034189805
GLEAN_02112,GA17830,9.593472174,0.136700765,2.991796279,0.039008677
GLEAN_00843,GA28157,10.6116099,0.136806312,2.906605321,0.04577753
GLEAN_18051,GA17936,12.07950495,0.136821193,3.598691062,0.012654785
GLEAN_13124,GA15765,11.03103681,0.136835877,3.572871848,0.013209994
GLEAN_04259,GA15258,12.37144039,0.136984519,3.040380718,0.035875447
GLEAN_09383,GA11341,12.80695847,0.137259438,3.525169471,0.01443342
GLEAN_18312,GA10702,14.14050123,0.137397087,3.168091702,0.028452198
GLEAN_15297,GA11342,12.97136662,0.137452789,3.46329941,0.01621522
GLEAN_04243,GA18838,12.44606167,0.137780864,3.203661612,0.026827653
GLEAN_04919,GA18995,12.00962247,0.137784126,2.855477348,0.049901616
GLEAN_04641,GA18477,11.31297266,0.138054326,3.591542389,0.012805537
GLEAN_10596,GA28952,11.57140427,0.138171213,3.199281138,0.026947487
GLEAN_01834,GA25125,10.83624463,0.138336027,2.895932399,0.046535152
GLEAN_17351,GA18500,11.95405206,0.138353004,3.56091783,0.013504059
GLEAN_14089,GA21500,12.37733841,0.138619433,2.883512214,0.047403921
GLEAN_19773,GA25472,10.49226845,0.138710281,3.155187784,0.029196581
GLEAN_01687,GA24698,10.75416029,0.139008843,3.037438924,0.03604954
GLEAN_10219,GA14184,11.3305725,0.139217346,2.970499992,0.040433674
GLEAN_06167,GA19281,11.84162696,0.139311305,3.094269246,0.032667063
GLEAN_08793,GA19216,12.77541487,0.139734358,3.052593051,0.035111752
GLEAN_19487,GA21573,11.80406922,0.139767897,3.214839925,0.026416737
GLEAN_14246,GA17963,11.36548246,0.140045976,3.197755089,0.027001935
GLEAN_18368,GA14213,11.68963848,0.140438272,3.780449333,0.008860329
GLEAN_01141,GA22364,9.997405405,0.14045187,2.937964503,0.042985651
GLEAN_15214,GA14285,10.69432626,0.141479815,2.875763646,0.048175714
GLEAN_04896,GA15930,9.088755091,0.141541592,3.125181218,0.030816923
GLEAN_14378,GA18934,10.07507823,0.141796874,3.381447516,0.019192709
GLEAN_02000,GA15399,11.78554542,0.141860529,3.879987323,0.007369987
GLEAN_11406,GA29280,10.59549755,0.142349164,3.357059369,0.020036243
GLEAN_17335,GA13223,11.33931385,0.142751407,2.886173272,0.047285667
GLEAN_12599,GA13265,11.57771071,0.142775475,3.0953809,0.032648962
GLEAN_04920,GA26786,12.20910982,0.142839078,2.854239926,0.049987658
GLEAN_01200,GA21484,13.45870787,0.14290661,3.742644107,0.009487194
GLEAN_00414,GA26497,8.304999318,0.143309115,2.996682387,0.038651283
GLEAN_10353,GA10547,12.94286926,0.143335226,3.755497581,0.009284658
GLEAN_07313,GA27657,10.02514869,0.14380728,3.366069833,0.019654912
GLEAN_07450,GA18840,13.93700411,0.143850439,2.878806999,0.04788917
GLEAN_11995,GA17197,11.92069485,0.143968165,3.127762312,0.030737013
GLEAN_18818,GA15761,6.456522493,0.144802088,3.055233158,0.034997749
GLEAN_04180,GA18892,11.77158947,0.145127936,2.875841455,0.048175714
GLEAN_06288,GA15318,12.93738037,0.145203817,3.451871066,0.016649536
GLEAN_08899,GA28256,5.968254258,0.145390563,3.200963517,0.026887317
GLEAN_09747,GA28616,6.68197676,0.146824096,2.928751184,0.043907459
GLEAN_01658,GA19890,9.308993953,0.147113525,2.895875719,0.046535152
GLEAN_15126,GA19031,11.9286128,0.147526421,3.111002702,0.031697999
GLEAN_04762,GA20039,10.54670589,0.147888209,3.63054295,0.011866618
GLEAN_14689,GA21209,12.49755785,0.147984821,3.572647515,0.013209994
GLEAN_14852,GA19227,5.586832985,0.14819834,3.033371765,0.036183086
GLEAN_13053,GA15565,9.953055044,0.148353042,2.856264887,0.049845167
GLEAN_15172,GA10785,13.20403217,0.148412688,3.292287739,0.022867126
GLEAN_17346,GA18814,11.57022302,0.148611629,3.306851989,0.022195653
GLEAN_18256,GA12650,11.73747975,0.148667045,2.86424038,0.049133351
GLEAN_19456,GA11605,11.64436288,0.148724452,2.951338277,0.041942319
GLEAN_15262,GA10878,10.63177338,0.148776944,3.82361902,0.008151264
GLEAN_03524,GA19827,12.89741426,0.148867636,4.307748012,0.003167946
GLEAN_12013,GA20293,10.50217332,0.148950409,3.70221896,0.010350421
GLEAN_03109,GA18656,11.29142196,0.149436572,4.267388433,0.003442852
GLEAN_17521,GA24604,13.12525494,0.149899146,4.227150474,0.003688266
GLEAN_14819,GA16767,9.682910094,0.15013681,3.251353918,0.024702703
GLEAN_08640,GA16541,12.48967606,0.151270746,3.385549581,0.019056603
GLEAN_18881,GA21039,9.395005955,0.151370308,3.204204655,0.026811869
GLEAN_07741,GA28668,11.48161099,0.15160356,3.085821934,0.032961315
GLEAN_05943,GA20276,12.06227208,0.151765536,3.1979178,0.027001935
GLEAN_11720,GA22253,10.83482097,0.151825756,2.99871027,0.038467219
GLEAN_03554,GA26269,4.926457226,0.151929842,2.895092552,0.0466072
GLEAN_15666,GA16754,12.58564316,0.152414655,3.956651098,0.006416147
GLEAN_03321,GA26169,12.51264822,0.152545432,3.210278855,0.026630026
GLEAN_11375,GA29264,5.135158218,0.152780299,2.903543551,0.045965698
GLEAN_00685,GA27433,11.31521413,0.15295562,3.558115305,0.01356214
GLEAN_04851,GA17766,8.130207735,0.153126088,2.9084722,0.045661068
GLEAN_00121,GA29232,12.96962507,0.153274789,3.317613565,0.02172534
GLEAN_02083,GA19473,12.07483361,0.153323964,3.135329241,0.030332201
GLEAN_01121,GA13910,13.47250267,0.153865085,4.912074872,0.000906685
GLEAN_11757,GA12510,10.95561288,0.153881286,3.452615932,0.016639173
GLEAN_02134,GA17744,10.31509616,0.153881752,3.396166067,0.018669205
GLEAN_05585,GA14386,13.40321132,0.153888729,2.944475148,0.042469936
GLEAN_03313,GA10509,12.27690209,0.154062007,4.149009412,0.004342527
GLEAN_06024,GA18540,11.78794417,0.154126767,3.117826601,0.031267709
GLEAN_12970,GA12235,12.0532641,0.154166942,4.98423814,0.000775854
GLEAN_13400,GA21909,10.94069285,0.154241243,3.418031672,0.017849851
GLEAN_06862,GA11502,9.755148755,0.154442485,3.664588254,0.01114832
GLEAN_13568,GA23122,6.102875824,0.154813674,3.023120859,0.036803732
GLEAN_08722,GA19471,15.31331441,0.155317995,3.384494017,0.019098497
GLEAN_12680,GA12959,11.45144059,0.155572847,3.764342047,0.009122733
GLEAN_05158,GA26880,11.83851354,0.155694298,3.051752636,0.035164423
GLEAN_05766,GA27100,10.8964537,0.156126869,3.282566052,0.023297765
GLEAN_10087,GA28720,10.18742314,0.156277709,3.437174168,0.017164198
GLEAN_18389,GA24886,7.651219432,0.156459277,3.207056294,0.026733777
GLEAN_03341,GA26180,10.84445527,0.156662244,3.651684589,0.011374874
GLEAN_04330,GA20473,11.84469162,0.15731938,3.191329986,0.027326579
GLEAN_04962,GA19968,13.59499809,0.158313002,3.671117034,0.010996421
