ID,GAnumber,Average.intensity,log2,t,adj.p.value
GLEAN_04079,GA14992,7.577610271,0.219923248,3.572757629,0.013209994
GLEAN_10261,GA20382,9.607840981,0.220376281,3.018612756,0.037035125
GLEAN_18935,GA20965,10.93293552,0.220804493,2.984344794,0.039482736
GLEAN_18522,GA11779,9.096829875,0.221245009,3.78570598,0.008775154
GLEAN_02085,GA13355,5.333386343,0.221291449,4.446698785,0.002407446
GLEAN_00362,GA26313,7.019925687,0.221485139,3.450725866,0.016690137
GLEAN_17995,GA12603,13.42311565,0.221491797,4.147123619,0.004354743
GLEAN_10764,GA10521,11.16637581,0.221562801,3.820154831,0.008191584
GLEAN_01061,GA12237,13.34715877,0.221759514,3.27209072,0.02377053
GLEAN_16059,GA17406,10.97851743,0.221960264,3.90759805,0.007030979
GLEAN_00781,GA17926,10.20700585,0.222045479,3.554646738,0.013661576
GLEAN_14464,GA18479,11.31442877,0.222190335,3.161090009,0.028843536
GLEAN_14733,GA10442,11.78463565,0.222232472,3.905741531,0.007042196
GLEAN_15985,GA24058,13.11140163,0.222457699,3.286756891,0.023121791
GLEAN_00965,GA13566,11.15536735,0.222505628,3.677876794,0.010890516
GLEAN_07047,GA19809,13.06454005,0.222604254,4.740524572,0.001290282
GLEAN_17127,GA14125,11.26964521,0.222625976,3.828592436,0.008060579
GLEAN_17908,GA15627,10.34559685,0.223088036,3.037232025,0.03604954
GLEAN_16182,GA17528,11.43372019,0.2230979,4.783694381,0.001190856
GLEAN_06362,GA19689,10.990416,0.223103003,3.8069259,0.00841463
GLEAN_04418,GA20525,10.8330268,0.223198282,3.923084475,0.006770036
GLEAN_05239,GA26915,6.682840653,0.223303718,3.013337744,0.037399991
GLEAN_05753,GA18947,6.970671856,0.223332374,3.100275155,0.032381284
GLEAN_16526,GA11912,9.917402691,0.223445613,3.066637194,0.034189805
GLEAN_13429,GA15328,10.3749643,0.22365538,3.627696178,0.011941607
GLEAN_19296,GA25252,5.813640884,0.223681484,4.051258905,0.005317153
GLEAN_02872,GA14221,10.62782783,0.223945297,3.11440301,0.031483078
GLEAN_09422,GA28486,11.90583227,0.224236558,3.257790936,0.024398697
GLEAN_02677,GA13859,6.539114743,0.224383845,2.896656209,0.04650579
GLEAN_02825,GA19701,12.01404215,0.22443893,3.647745915,0.011461277
GLEAN_01349,GA23475,6.88901103,0.2247949,3.644768102,0.01151235
GLEAN_05584,GA19664,8.517757422,0.225107054,3.374733853,0.019428896
GLEAN_00476,GA18088,10.55318157,0.225110287,5.064904466,0.000649486
GLEAN_16276,GA11556,13.21356932,0.225123332,4.136705625,0.004452984
GLEAN_06440,GA19348,10.36474044,0.225154801,4.309581141,0.00316087
GLEAN_14247,GA12241,11.72862076,0.225264014,2.980764864,0.039715931
GLEAN_08347,GA10925,13.0420064,0.225490324,4.751670619,0.001268308
GLEAN_00565,GA13924,11.94914632,0.225529135,3.75754633,0.009248126
GLEAN_17695,GA11584,10.98843502,0.225545676,2.975038821,0.040149754
GLEAN_01302,GA14803,10.45145239,0.225644736,3.582969089,0.012967378
GLEAN_16416,GA21353,9.051542397,0.22567031,3.068578031,0.034079487
GLEAN_18893,GA12347,5.984783302,0.225688468,3.361255371,0.019835069
GLEAN_17994,GA10860,12.23333224,0.226330016,5.433691887,0.000276683
GLEAN_03609,GA26292,6.463943533,0.226370366,4.274816254,0.0034201
GLEAN_09838,GA18136,10.81516046,0.226891897,2.970586362,0.040433674
GLEAN_01662,GA24615,8.920707951,0.227249903,4.332532023,0.003040204
GLEAN_13207,GA14849,11.43364984,0.227277816,4.880928899,0.000974537
GLEAN_12608,GA22648,11.41768033,0.227526377,3.426162924,0.017554306
GLEAN_02549,GA20198,11.4416693,0.227541928,5.371803717,0.000319688
GLEAN_05012,GA18737,8.943772765,0.227696432,3.658401272,0.011295542
GLEAN_00549,GA11411,12.93038311,0.227834606,5.956862195,8.83E-05
GLEAN_18900,GA21704,13.41787123,0.22822693,3.452626736,0.016639173
GLEAN_16731,GA18912,12.18745376,0.228416053,3.758938455,0.009220322
GLEAN_19173,GA25190,6.786265263,0.228426424,2.916996075,0.044860516
GLEAN_17280,GA22106,11.6197188,0.228574432,3.088712335,0.032865518
GLEAN_06015,GA21816,10.08072239,0.228762382,5.108058788,0.000590975
GLEAN_14691,GA13279,5.196574671,0.229453705,3.32242428,0.021525417
GLEAN_07463,GA18717,13.1850885,0.229762099,4.382071925,0.002742306
GLEAN_18137,GA12369,12.85576266,0.229779784,2.943584061,0.042547499
GLEAN_09641,GA28569,9.135975056,0.229792048,4.193348889,0.003969185
GLEAN_09890,GA19269,10.4994643,0.229919724,2.982327811,0.03965114
GLEAN_19281,GA25242,9.433962697,0.229948877,2.899010015,0.046332178
GLEAN_14151,GA19085,9.697837451,0.229998614,2.898269602,0.046379187
GLEAN_04219,GA16033,9.8430926,0.230298558,4.533027279,0.00201913
GLEAN_00324,GA15513,14.40744374,0.230311241,4.704092948,0.001412678
GLEAN_05820,GA27123,7.619947385,0.230412789,3.468443678,0.016067707
GLEAN_17237,GA17328,8.908747188,0.230582591,3.778541049,0.008895869
GLEAN_01830,GA25545,10.01245227,0.230687171,3.862140517,0.007596186
GLEAN_10480,GA21395,12.64815502,0.230749294,4.036854967,0.005465686
GLEAN_18465,GA24914,10.18534757,0.230825197,4.39034608,0.002694317
GLEAN_02413,GA25851,9.439148559,0.230846085,3.676876955,0.010911631
GLEAN_19022,GA10814,10.03956262,0.23117861,3.943207867,0.006591133
GLEAN_18817,GA13023,12.43381624,0.231214636,3.088763839,0.032865518
GLEAN_02038,GA14421,10.4564916,0.231253871,4.334273096,0.003031544
GLEAN_16162,GA21038,9.717887011,0.23178518,3.605038809,0.012483332
GLEAN_15004,GA19972,9.084200622,0.231842288,3.947246273,0.006537167
GLEAN_06500,GA16329,11.9430473,0.231972841,3.282924514,0.023294839
GLEAN_03889,GA19110,11.56857971,0.232364761,3.978906145,0.006156608
GLEAN_00964,GA14878,8.974004459,0.232377994,3.603060237,0.01252181
GLEAN_01326,GA23381,7.059249237,0.232384841,3.081892948,0.03318044
GLEAN_15552,GA10339,9.073224465,0.23250488,4.048484869,0.005353358
GLEAN_09191,GA18699,12.43936744,0.23254706,3.654078629,0.011336162
GLEAN_01703,GA11385,11.1793541,0.233102938,4.747860789,0.001271446
GLEAN_02496,GA12064,8.961283371,0.233256811,2.949600171,0.042051219
GLEAN_18341,GA17948,10.14530043,0.233469108,2.994009541,0.038844245
GLEAN_13012,GA18256,9.123791605,0.233527162,3.586968711,0.012907394
GLEAN_02263,GA19911,6.779983172,0.233568641,3.243752452,0.025012809
GLEAN_06557,GA27391,7.93813508,0.23374713,3.393977836,0.01872487
GLEAN_00887,GA17051,7.97309913,0.234393592,3.521847447,0.014516541
GLEAN_02971,GA13764,13.2558038,0.234530388,4.175302995,0.004088232
GLEAN_06181,GA19418,10.60612828,0.234541015,3.538885153,0.014106226
GLEAN_18510,GA12393,10.40707226,0.23474532,3.84504417,0.007854817
GLEAN_09603,GA10060,9.971118166,0.234907068,3.112769581,0.031601904
GLEAN_16624,GA17747,7.176081583,0.234994226,2.968943447,0.040557882
GLEAN_10148,GA28741,11.02823063,0.235025249,3.17626853,0.028078145
GLEAN_00392,GA14056,9.146611935,0.235197705,2.901821415,0.046084308
GLEAN_11804,GA17072,9.03967952,0.235286807,2.884563581,0.047378239
GLEAN_04076,GA14761,9.5852658,0.235440346,3.218059478,0.026282689
GLEAN_01240,GA21976,11.5661255,0.23582164,3.534985979,0.014207113
GLEAN_08798,GA17796,11.22076124,0.235883053,6.0693248,6.88E-05
GLEAN_03643,GA12906,8.920470113,0.235906718,3.071900986,0.033920508
GLEAN_02833,GA25992,11.08705565,0.236158129,3.945883323,0.006548051
GLEAN_17847,GA21076,9.918405945,0.236527546,3.597369055,0.012670653
GLEAN_00500,GA14753,8.985120938,0.236934114,3.55276546,0.013711863
GLEAN_03944,GA19542,10.19860689,0.236950067,5.036459052,0.00069691
GLEAN_10882,GA16518,12.40562082,0.2370487,3.605978127,0.01247628
GLEAN_17019,GA11803,11.48597352,0.237073853,4.818467259,0.001107453
GLEAN_05844,GA27125,7.729703778,0.237198695,3.291431683,0.022905521
GLEAN_06712,GA16263,12.05057459,0.237287032,4.324210328,0.003090668
GLEAN_00935,GA17789,11.02306342,0.237340019,3.899174296,0.007125791
GLEAN_05230,GA15205,11.0134782,0.237571849,4.180285379,0.004062505
GLEAN_06943,GA18252,10.44320685,0.23780011,5.011584733,0.000727078
GLEAN_16945,GA15883,10.19824925,0.237935934,3.632141878,0.011823494
GLEAN_04179,GA19288,10.22145448,0.237942724,3.854739148,0.007718679
GLEAN_00808,GA27994,5.946952712,0.237945944,3.545935657,0.013909662
GLEAN_09038,GA28315,7.817502409,0.238630866,3.033906742,0.036180333
GLEAN_07069,GA16144,9.950006407,0.238777353,2.866968801,0.048931332
GLEAN_08404,GA28064,8.777310512,0.238953168,3.897056628,0.007153793
GLEAN_04432,GA20093,13.07784443,0.239180661,3.094599984,0.032664129
GLEAN_01198,GA21510,11.92871617,0.23941852,2.974678321,0.040152763
GLEAN_08185,GA18560,14.25368983,0.24011979,4.302926633,0.00319826
GLEAN_09214,GA12592,9.096766243,0.240236367,3.03108591,0.036301066
GLEAN_05411,GA18041,12.75100898,0.24044909,2.899155678,0.046332178
GLEAN_17387,GA24543,9.793868589,0.24056897,4.491382209,0.002207673
GLEAN_18895,GA12348,12.54107017,0.240577572,4.669884298,0.001513444
GLEAN_12298,GA17182,10.79388007,0.240949574,3.674255422,0.010954086
GLEAN_00459,GA12965,6.936362168,0.241244107,2.934675827,0.043310218
GLEAN_14561,GA12759,9.332562438,0.241339096,3.259031663,0.024362441
GLEAN_11476,GA18651,8.852885702,0.241369064,3.874892977,0.007417187
GLEAN_06811,GA19977,13.72282293,0.241662167,4.039971728,0.005465686
GLEAN_17766,GA24681,6.578259143,0.241809148,3.329602985,0.021236159
GLEAN_18192,GA21461,13.65036492,0.241835971,3.840515441,0.007884889
GLEAN_03442,GA11871,6.108603804,0.241925227,2.889293909,0.047037603
GLEAN_15575,GA12613,9.311947488,0.241970748,4.1916176,0.003974136
GLEAN_10678,GA15480,11.47805952,0.242419516,3.877495765,0.007407122
GLEAN_17442,GA15628,9.539509307,0.24243614,3.62622062,0.011961161
GLEAN_14837,GA15005,12.68188572,0.242512605,3.6710307,0.010996421
GLEAN_15633,GA23895,9.830522998,0.242808865,3.719713298,0.009933512
GLEAN_12955,GA21609,9.759101893,0.242810863,3.453026559,0.016639173
GLEAN_05013,GA26827,10.12316772,0.243018595,3.860132162,0.007623952
GLEAN_17252,GA12089,10.38181365,0.243022896,3.9860025,0.006088625
GLEAN_00620,GA15444,10.27173172,0.243527247,2.958790872,0.04139794
GLEAN_16046,GA20984,10.94199229,0.243673858,5.174657265,0.000505388
GLEAN_04340,GA10159,10.32550055,0.243852589,3.773124559,0.008990889
GLEAN_06228,GA18650,11.62878785,0.24403477,4.447167292,0.002407446
GLEAN_10922,GA29080,10.46110125,0.244347358,3.876491915,0.0074129
GLEAN_06577,GA15248,10.65985616,0.244365395,4.273448576,0.00342801
GLEAN_01688,GA20315,7.66512074,0.244748491,3.151184045,0.029393047
GLEAN_10270,GA28792,5.989059246,0.244890829,3.087093178,0.032894498
GLEAN_02690,GA20602,10.43446101,0.245472929,4.450232176,0.002395231
GLEAN_00717,GA27548,10.10696615,0.245492175,4.236271626,0.003637923
GLEAN_07555,GA19197,9.297597464,0.245510878,3.368863492,0.019577844
GLEAN_14488,GA23477,10.47983236,0.246212686,4.226835206,0.003688266
GLEAN_09591,GA16938,9.129612729,0.246330723,3.67368473,0.010962135
GLEAN_00244,GA20666,7.965384701,0.246495596,3.082946051,0.03315014
GLEAN_04033,GA16317,12.89365038,0.246541974,4.704191779,0.001412678
GLEAN_09286,GA20549,9.872305728,0.247827074,4.013596763,0.005750469
GLEAN_19560,GA12794,12.50971112,0.247886549,3.778165135,0.008896927
GLEAN_04537,GA26626,9.028362554,0.248518089,3.127612418,0.030737013
GLEAN_09938,GA28684,8.146286678,0.248710982,3.776697081,0.008921808
GLEAN_19760,GA16597,7.955962752,0.2487735,3.054192497,0.035043156
GLEAN_13311,GA17594,10.30772355,0.248833277,4.147962938,0.004349938
GLEAN_19156,GA12699,6.54002344,0.248855814,2.869294972,0.048739349
GLEAN_14904,GA10413,10.73310178,0.248995141,3.230802635,0.025615532
GLEAN_11979,GA15916,10.40322038,0.249461975,4.406649779,0.002603004
GLEAN_08419,GA17449,12.48529767,0.249688393,4.338093531,0.003010241
GLEAN_12689,GA22686,11.29364098,0.249815616,4.059216942,0.005242613
GLEAN_18653,GA15120,9.344495758,0.24988949,4.626592102,0.001670904
GLEAN_06584,GA11301,11.21843128,0.250216083,4.624745101,0.001675354
GLEAN_06800,GA27481,12.59649715,0.250819525,4.389664454,0.002695189
GLEAN_06648,GA21740,10.90301561,0.251059492,5.225353853,0.00045133
GLEAN_08776,GA11084,11.54234828,0.251098458,4.605130412,0.001734836
GLEAN_09593,GA11767,9.214570553,0.251099901,2.887025473,0.04721284
GLEAN_11480,GA18542,10.61835154,0.251223737,5.255686306,0.000420153
GLEAN_02797,GA21382,8.380498087,0.251308405,4.803059306,0.001146213
GLEAN_02852,GA18371,9.801547692,0.251439786,4.160850283,0.004218037
GLEAN_00593,GA14967,11.93228447,0.251516857,4.460144753,0.002347074
GLEAN_08016,GA18539,9.634642,0.251673806,4.370244685,0.002801954
GLEAN_07594,GA27748,12.37861658,0.252067308,3.742340843,0.009487194
GLEAN_13674,GA21611,10.00807417,0.252205364,3.742656441,0.009487194
GLEAN_02088,GA19427,9.061429642,0.252377595,3.068528465,0.034079487
GLEAN_18210,GA18928,11.81986188,0.252792565,5.401188585,0.000297924
GLEAN_04818,GA17205,10.57983625,0.253145526,4.650876641,0.001581022
GLEAN_18241,GA21596,12.64771327,0.253361824,2.926594855,0.044033764
GLEAN_15465,GA10446,8.048661059,0.25346271,3.876840081,0.0074129
GLEAN_01473,GA15729,11.90553428,0.253678803,3.85181248,0.007751062
GLEAN_09121,GA28352,9.828641319,0.253732501,4.004626974,0.005872988
GLEAN_09799,GA21741,11.42040518,0.253903655,3.93826625,0.006633165
GLEAN_12210,GA22478,11.93131921,0.253914219,3.525290217,0.01443342
GLEAN_08611,GA28141,6.666479334,0.254171981,3.082665621,0.03315014
GLEAN_00344,GA15089,10.48842518,0.254746652,2.883504587,0.047403921
GLEAN_00136,GA20104,8.983890868,0.254785764,4.239764903,0.00361914
GLEAN_00268,GA15099,10.13693417,0.254839471,4.301574688,0.003206009
GLEAN_14738,GA23567,9.627842123,0.255253067,3.091358049,0.032778334
GLEAN_15976,GA24052,13.1177938,0.255292158,3.34655196,0.020521745
GLEAN_04039,GA16129,11.53811553,0.255377653,3.874256161,0.007421062
GLEAN_09833,GA18014,10.31985328,0.255404356,3.212801678,0.026540403
GLEAN_03339,GA19723,9.552459391,0.255561263,3.675985848,0.010919942
GLEAN_13391,GA14147,6.493349418,0.25585516,4.725346765,0.001343955
GLEAN_04483,GA11529,13.50824985,0.256328226,3.482691693,0.01562872
GLEAN_09482,GA28512,5.85124121,0.256806419,3.770549513,0.009035325
GLEAN_00091,GA27773,7.896704204,0.25681138,4.086211999,0.004996898
GLEAN_17406,GA21786,12.28564057,0.25685614,3.61758597,0.012205464
GLEAN_04361,GA26560,12.64161661,0.256979385,4.861512498,0.001016906
GLEAN_08999,GA12194,6.061011139,0.257149876,4.923374998,0.000890222
GLEAN_12866,GA22777,7.085890197,0.257567038,3.61508342,0.012266927
GLEAN_13308,GA17592,8.11494784,0.257642975,2.92519386,0.044130876
GLEAN_19051,GA20895,13.57537827,0.258041185,5.192334808,0.00048853
GLEAN_05489,GA11878,9.573392942,0.258074808,3.901846639,0.007085245
GLEAN_14599,GA14884,11.85844981,0.258097757,4.318672948,0.003116509
GLEAN_09883,GA16616,11.03601922,0.258142862,3.298423163,0.022588084
GLEAN_12649,GA23678,9.364145953,0.258708084,5.533505056,0.00023208
GLEAN_04393,GA10686,12.12578277,0.258885905,3.396069637,0.018669205
GLEAN_19135,GA25171,9.086154844,0.259168692,3.605537069,0.01247628
GLEAN_14676,GA23545,10.92214351,0.259620667,3.859784848,0.007623952
GLEAN_06059,GA21951,10.84919102,0.25977544,3.759731884,0.009208193
GLEAN_18506,GA14754,10.40882717,0.260378727,4.290814432,0.003288483
GLEAN_05848,GA19366,6.193443948,0.26071466,3.56923077,0.013294214
GLEAN_19767,GA16596,7.167923746,0.260826416,3.582436844,0.012967378
GLEAN_05485,GA18991,13.41420867,0.260991086,3.446249194,0.01686069
GLEAN_15388,GA23790,7.984868632,0.261006618,3.209108703,0.026673626
GLEAN_18821,GA20005,10.40481892,0.261750255,3.896589298,0.007155727
GLEAN_09751,GA28618,8.253527805,0.261894262,3.666849159,0.011087945
GLEAN_09249,GA11414,7.288613138,0.262673937,3.022192919,0.036873891
GLEAN_05017,GA12880,5.928323265,0.262751972,3.951333384,0.006490121
GLEAN_01070,GA20989,10.4025555,0.262796562,4.312571163,0.003147457
GLEAN_13452,GA23067,10.92639438,0.262987434,3.739626789,0.009515977
GLEAN_10532,GA11613,10.15732272,0.263141591,4.795718715,0.0011688
GLEAN_01280,GA23137,8.403103803,0.263875667,2.927426358,0.043995647
GLEAN_14552,GA12787,10.67097215,0.263987142,3.915103944,0.006896621
GLEAN_05071,GA26851,11.07370482,0.264068522,3.739017296,0.009515977
GLEAN_05976,GA16026,7.485491003,0.265190231,3.311511112,0.0219739
GLEAN_06530,GA10311,11.43781828,0.265250681,5.079433747,0.000627426
GLEAN_03612,GA22021,13.83408035,0.265585071,6.116990929,6.21E-05
GLEAN_00652,GA21407,8.38309379,0.265789619,2.890331024,0.046943053
GLEAN_03667,GA16260,11.84123079,0.265795544,3.299495344,0.022554875
GLEAN_12522,GA14201,11.71826151,0.265909083,3.805475794,0.008441168
GLEAN_18596,GA21488,14.28412509,0.266079398,4.23190688,0.003665412
GLEAN_05149,GA12131,8.949483913,0.26656332,3.010402787,0.037623775
GLEAN_00668,GA11456,7.593173072,0.266604486,3.338972625,0.02082512
GLEAN_03034,GA18177,9.227699427,0.266741145,3.942409056,0.006598857
GLEAN_13490,GA13956,7.284407463,0.266963085,2.891137469,0.046888927
GLEAN_03312,GA14374,10.97402617,0.267054142,4.232873847,0.003660339
GLEAN_06020,GA16237,6.458635794,0.267182563,3.373773418,0.019457489
GLEAN_02087,GA19435,7.998812395,0.267199458,3.122661018,0.030972059
GLEAN_06339,GA10700,12.83807741,0.267306812,3.48073412,0.015679327
GLEAN_10707,GA16396,10.43914748,0.267495215,5.563561434,0.000218774
GLEAN_17949,GA24746,7.756089865,0.268526182,3.260254065,0.024327508
GLEAN_04588,GA18308,8.649025927,0.268625705,3.513999137,0.014730844
GLEAN_18367,GA15525,8.744146914,0.268739907,2.885963288,0.047285667
GLEAN_04889,GA10929,5.378352058,0.2688482,3.884994382,0.007288177
GLEAN_07011,GA18663,5.885907845,0.269245743,3.957617628,0.006410259
GLEAN_09129,GA17755,8.50069427,0.269530575,3.346775517,0.020521745
GLEAN_04084,GA15115,10.21801014,0.269685188,4.69592236,0.001427949
GLEAN_13501,GA21878,7.636025815,0.269697871,3.049802493,0.035270642
GLEAN_08799,GA17910,10.38401685,0.269961575,5.79339505,0.000131742
GLEAN_18868,GA18353,5.675137401,0.269988234,3.007915324,0.037787126
GLEAN_06328,GA11451,9.996395567,0.270017322,4.696641749,0.001427949
GLEAN_02137,GA11283,9.529707883,0.27026127,2.950670371,0.041994757
GLEAN_17936,GA20499,9.174439148,0.270484579,3.090410781,0.03281239
GLEAN_00112,GA18305,10.68710014,0.271150385,5.16934949,0.000509881
GLEAN_12985,GA13270,12.29564888,0.271885219,4.068854379,0.00516821
GLEAN_17923,GA18502,10.87494182,0.27289476,5.110420113,0.000590975
GLEAN_03512,GA26239,5.497788176,0.272939261,2.938574044,0.042938374
GLEAN_12458,GA11481,6.820221779,0.273321598,3.441826454,0.016958381
GLEAN_12446,GA22563,8.587663558,0.273337342,4.223709473,0.003711505
GLEAN_06958,GA18174,10.04034517,0.273648154,3.597763866,0.012666974
GLEAN_17336,GA24972,10.55857129,0.273708774,4.121338625,0.004625673
GLEAN_19259,GA25231,9.523969054,0.274074163,3.464207265,0.016186341
GLEAN_02668,GA11534,5.764114108,0.274234703,3.024998193,0.036668171
GLEAN_12948,GA13116,9.440805471,0.275006533,3.853174418,0.007739933
GLEAN_05851,GA27128,9.673167308,0.275141277,3.176957982,0.028044483
GLEAN_17363,GA24540,10.35450812,0.275205612,3.905638029,0.007042196
GLEAN_10748,GA21254,8.890144743,0.275485724,5.313618105,0.000372629
GLEAN_02950,GA10253,8.601211465,0.275633077,3.427084785,0.017534533
GLEAN_13245,GA17324,7.823438011,0.276001715,3.685306479,0.010721581
GLEAN_00934,GA28528,10.47371412,0.276071328,3.579688392,0.013056614
GLEAN_13043,GA17816,9.146214157,0.276095781,3.638208543,0.011681535
GLEAN_05745,GA18567,11.5953261,0.276107775,4.037554185,0.005465686
GLEAN_04230,GA18862,9.176291034,0.276219482,3.260307121,0.024327508
GLEAN_10668,GA22095,11.80547929,0.276303141,3.341870701,0.02071614
GLEAN_03727,GA13318,9.751647634,0.27648132,3.585165815,0.012941253
GLEAN_09763,GA19900,12.0271402,0.27659694,5.030627844,0.000698776
GLEAN_12863,GA22774,10.504332,0.276715785,3.503112731,0.015090693
GLEAN_02050,GA12708,9.466331426,0.277080404,3.468082559,0.016072134
GLEAN_05748,GA11058,10.07843782,0.277260009,3.490314314,0.015461213
GLEAN_05109,GA26863,12.5712025,0.277477277,6.18831608,5.19E-05
GLEAN_00573,GA14568,8.294960301,0.27775738,3.528167346,0.014357451
GLEAN_03796,GA18274,6.648098051,0.277840611,3.341020891,0.020736791
GLEAN_19030,GA25142,12.91684485,0.277873485,5.636398286,0.000186754
GLEAN_15662,GA23913,9.760579198,0.278178969,3.306009482,0.022232061
GLEAN_16872,GA24369,8.945049743,0.278358386,3.468902257,0.016058979
GLEAN_15413,GA14615,7.672902567,0.278452343,4.215670172,0.003772831
GLEAN_11470,GA29313,5.841338964,0.278822848,4.069877046,0.005159453
GLEAN_16783,GA10765,11.7970149,0.279147339,6.742020603,1.53E-05
GLEAN_14832,GA20264,9.281547333,0.279385363,4.154742758,0.004287921
GLEAN_04362,GA18525,12.68947881,0.279455434,6.606847952,1.98E-05
GLEAN_19706,GA25451,9.731895155,0.279492963,3.485558506,0.015551134
GLEAN_18761,GA11568,12.74529531,0.280521554,3.626803844,0.011951577
GLEAN_15771,GA18860,8.18906554,0.281297441,5.468224394,0.000259497
GLEAN_13289,GA10994,12.74423208,0.281546021,3.994751063,0.005978337
GLEAN_10444,GA28867,5.683957428,0.28161452,2.954772809,0.041658279
GLEAN_14419,GA23452,7.741906136,0.281683111,3.700424871,0.010393608
GLEAN_05464,GA13587,10.94085156,0.281838809,4.967038262,0.000804968
GLEAN_08819,GA28217,10.4379864,0.281839164,2.988132555,0.039172985
GLEAN_06439,GA19345,12.44761963,0.282536558,7.128026302,6.20E-06
GLEAN_07013,GA13188,10.31592402,0.282563956,4.986370768,0.000773102
GLEAN_16215,GA24146,7.78876972,0.282686432,3.008035383,0.037787126
GLEAN_16928,GA18339,9.908409831,0.282697929,3.443167079,0.016919943
GLEAN_01458,GA23859,8.400293206,0.282858041,3.61197727,0.012304054
GLEAN_09484,GA28513,9.287019626,0.282918117,3.293244633,0.02282295
GLEAN_03769,GA26360,10.66872346,0.283899879,4.50479786,0.002137628
GLEAN_18269,GA17783,12.44164552,0.283917846,3.299583697,0.022554875
GLEAN_01946,GA13668,8.071236748,0.285269914,4.058882164,0.005242613
GLEAN_00684,GA12844,10.60152189,0.285416256,3.304292939,0.022321205
GLEAN_12535,GA22613,7.508645971,0.285481205,5.005948033,0.000737363
GLEAN_17086,GA10993,10.10596282,0.2854845,3.948925285,0.006527778
GLEAN_13272,GA17676,8.619839051,0.285873722,3.807422115,0.008410942
GLEAN_00546,GA10819,9.56559927,0.28602581,3.81688196,0.008260068
GLEAN_11996,GA22387,6.234475578,0.286116663,3.189333563,0.027430687
GLEAN_05483,GA18989,9.787609796,0.286569047,3.134930199,0.030335715
GLEAN_10756,GA21247,6.622567713,0.286869959,3.926583662,0.006748303
GLEAN_03592,GA15569,11.21746576,0.286886142,4.92138646,0.000891267
GLEAN_12453,GA22567,6.261587342,0.287471959,3.82921193,0.008060579
GLEAN_19416,GA25312,9.614405527,0.287546968,5.440372497,0.000274398
GLEAN_17565,GA15001,9.069125338,0.287649515,3.359873039,0.019896638
GLEAN_12683,GA11497,12.04647516,0.287768939,4.445500143,0.002411695
GLEAN_05793,GA27110,12.73177461,0.288088158,3.61750768,0.012205464
GLEAN_09524,GA28526,10.23881985,0.288277256,3.619938757,0.012152929
GLEAN_17441,GA24571,6.331834937,0.288422276,3.763866496,0.009126509
GLEAN_19282,GA25243,8.729201528,0.288987147,3.466085067,0.016125995
GLEAN_07930,GA28172,7.660412493,0.289408715,4.979835194,0.000783951
GLEAN_10286,GA17788,10.32205263,0.289477358,3.808289076,0.008398412
GLEAN_00106,GA14069,10.69880215,0.289583459,4.269041181,0.003433601
GLEAN_14173,GA11947,7.36970512,0.290581832,4.137924878,0.004443119
GLEAN_03316,GA26167,9.51914318,0.291680994,3.452285881,0.016642411
GLEAN_17229,GA24493,9.535321184,0.291762471,3.612576368,0.01229356
GLEAN_03467,GA11008,10.43584771,0.291935275,4.345396643,0.002955848
GLEAN_06053,GA21931,9.116281105,0.291946649,3.520070071,0.014561645
GLEAN_11950,GA23730,8.103106559,0.292061524,4.552446571,0.001961524
GLEAN_12821,GA13916,11.25093558,0.292482845,5.664293303,0.000177763
GLEAN_01315,GA11389,6.157540953,0.292908251,3.116702731,0.031343571
GLEAN_00497,GA10670,9.746053705,0.293032551,3.741120214,0.009511301
GLEAN_14225,GA23374,10.99358601,0.293265863,3.573139535,0.013209994
GLEAN_14270,GA18676,8.891079153,0.293284376,3.643390805,0.011538095
GLEAN_16545,GA24262,12.94467661,0.293358534,5.411545995,0.000290108
GLEAN_12085,GA22426,9.149409015,0.29369139,2.947774411,0.042170021
GLEAN_06659,GA13331,13.1133284,0.293871868,4.036811941,0.005465686
GLEAN_06661,GA10300,12.22078181,0.294047871,3.729733493,0.009715936
GLEAN_06182,GA19428,11.4095908,0.294313025,4.139372541,0.004436239
GLEAN_03041,GA18414,9.981609336,0.294366209,3.17053535,0.028364109
GLEAN_15579,GA19324,5.538285284,0.294704837,3.115765754,0.03140412
GLEAN_17215,GA24486,5.433329499,0.294751867,3.970832524,0.006249506
GLEAN_18201,GA24826,11.6927361,0.295056123,5.52279624,0.000237589
GLEAN_05722,GA27078,10.58961274,0.295361137,4.490134516,0.002209117
GLEAN_10749,GA21250,10.17874037,0.295776638,4.914263402,0.000903173
GLEAN_14570,GA21377,9.478527341,0.296668343,3.318038049,0.021714371
GLEAN_16346,GA10901,11.86360194,0.296681068,5.089471136,0.000614696
GLEAN_12488,GA22589,11.1435151,0.296744742,4.060845463,0.005242613
GLEAN_17324,GA13987,5.931213925,0.296808561,5.089316976,0.000614696
GLEAN_04261,GA20287,10.11898519,0.297597146,3.142703158,0.029894358
GLEAN_13773,GA23212,15.07895105,0.298575411,3.810562914,0.00835245
GLEAN_18167,GA12208,12.25675317,0.29910607,3.646969785,0.011476545
GLEAN_09235,GA28394,9.42521558,0.300027049,5.677353895,0.000171759
GLEAN_06600,GA15418,11.64809089,0.300079012,5.469408805,0.000259497
GLEAN_02056,GA19631,7.967893999,0.300562404,4.183533327,0.004029758
GLEAN_05183,GA22000,12.61240348,0.300818265,5.311403654,0.000373748
