ID,logFC,AveExpr,t,P.Value,adj.P.Val,Symbol,Chromosome,GenBank,Gene
1633435_a_at,-2.008884556,6.760426263,-17.23953266,1.73E-13,1.33E-09,CG12061,XHet,CG12061-RA,3354990
1641727_at,-1.135234149,6.928871941,-17.05741569,2.11E-13,1.33E-09,CG17470,2L,CG17470-RA,35321
1629479_a_at,0.533022664,10.92239897,15.04274727,2.20E-12,9.23E-09,fok,2L,CG10746-RB,44380
1627162_at,1.601837728,9.508252242,14.77190316,3.08E-12,9.24E-09,CG31681,2L,CG31681-RA,318882
1637859_at,-1.615301483,4.879698513,-14.4870231,4.41E-12,9.24E-09,ATbp,XHet,CG40145-RC,5740592
1636826_at,-0.656225435,4.764778143,-14.38547628,5.02E-12,9.24E-09,CG14072,2L,CG14072-RA,34513
1630310_at,-1.997187685,6.600589819,-14.32074379,5.45E-12,9.24E-09,CG32751,X,CG32751-RA,318189
1637567_at,1.279291545,10.24084133,14.26164313,5.88E-12,9.24E-09,CG30360,2R,CG30360-RA,246565
1625341_at,-0.969013311,5.837204203,-13.80090518,1.07E-11,1.50E-08,FucTC,X,CG40305-RA,3355171
1626088_at,1.080676921,7.857025274,13.49707957,1.61E-11,2.00E-08,CG2177,4,CG2177-RA,43786
1637602_at,-0.55181791,9.037453201,-13.43165154,1.75E-11,2.00E-08,Edem1,X,CG3810-RC,31154
1636507_at,-0.837190985,8.663728318,-13.24289949,2.27E-11,2.26E-08,vanin-like,X,CG32754-RA,31551
1638508_at,1.221030697,7.064025373,13.2211894,2.33E-11,2.26E-08,CG14934,2L,CG14934-RA,34597
1623066_at,-0.507450751,7.612682749,-12.98906626,3.21E-11,2.88E-08,Irk3,2L,CG10369-RA,35131
1627895_at,-0.763824757,10.9826281,-12.87204151,3.78E-11,3.17E-08,CG18404,3R,CG18404-RA,43603
1639594_at,0.871593581,6.68067182,12.4029178,7.35E-11,5.78E-08,CG40485,X,CG40485-RB,3355165
1633861_at,-0.486025495,7.356537883,-12.35572802,7.87E-11,5.81E-08,CG8145,3R,CG8145-RA,41038
1639641_at,-0.483548393,10.71445872,-12.31708228,8.32E-11,5.81E-08,CG8560,3L,CG8560-RA,38830
1626392_s_at,-1.272544059,8.344699424,-12.12894146,1.09E-10,7.24E-08,Mef2,2R,TRANSPOSON,36032
1631165_at,-0.441712973,6.13262791,-11.79275543,1.80E-10,1.13E-07,CG4688,2R,CG4688-RA,36467
1626508_at,0.273817077,9.85644962,11.21074539,4.37E-10,2.61E-07,CG32428,3L,CG32428-RA,50105
1637224_at,-0.713073123,9.689024534,-10.90649096,7.04E-10,4.02E-07,CG13905,3L,CG13905-RA,38107
1626536_at,-0.738256806,9.376608789,-10.73804395,9.20E-10,5.03E-07,CG6776,3L,CG6776-RA,38972
1639278_at,-0.499430093,5.900510829,-10.7016335,9.76E-10,5.11E-07,ETH,2R,CG18105-RA,44125
1640848_at,0.573898225,4.474852484,10.53448797,1.28E-09,6.43E-07,CG11597,3L,CG11597-RA,39337
1633684_at,0.724041953,10.19838971,10.40016475,1.59E-09,7.70E-07,CG32444,3L,CG32444-RA,40406
1632975_at,0.649628666,6.70156723,10.35051441,1.73E-09,8.04E-07,CG4398,2R,CG4398-RA,36838
1629308_at,-0.523748966,10.81823438,-9.951240064,3.36E-09,1.51E-06,CG17192,3R,CG17192-RA,43248
1625697_at,0.689656255,9.168480617,9.748091704,4.75E-09,2.06E-06,Cyp6g1,2R,CG8453-RA,36316
1639401_at,0.64511222,11.78825139,9.654930079,5.57E-09,2.27E-06,LvpH,2R,CG8696-RA,35824
1625651_at,0.61165836,7.477935802,9.651500162,5.61E-09,2.27E-06,CG18317,2L,CG18317-RA,33350
1633480_at,-0.37015286,7.194229919,-9.618884789,5.93E-09,2.33E-06,Reck,3L,CG5392-RA,39629
1641062_at,0.614845048,7.097623044,9.537262885,6.83E-09,2.60E-06,Ady43A,2R,CG1851-RA,44750
1634019_at,0.713156556,7.706254107,9.47534277,7.61E-09,2.81E-06,CG2064,2R,CG2064-RA,35708
1626401_at,-0.472547398,7.146471751,-9.424530868,8.32E-09,2.99E-06,Cyp6a2,2R,CG9438-RA,35587
1630919_at,0.653583181,6.992336932,9.291171869,1.05E-08,3.67E-06,pip,3L,CG9614-RA,40104
1634289_at,-0.317105273,8.99980881,-9.224276127,1.18E-08,4.03E-06,rb,X,CG11427-RA,31381
1638905_s_at,-0.514086834,7.144486796,-9.19967052,1.24E-08,4.09E-06,CG4839,2L,CG4839-RB,34348
1639550_a_at,-0.432027267,6.579654706,-9.174842322,1.29E-08,4.17E-06,CG9650,X,CG9650-RA,31660
1636888_a_at,-0.471789123,9.253967887,-9.142566621,1.37E-08,4.25E-06,Aph-4,3R,CG1462-RA,43671
1628328_at,-0.320134525,8.748161653,-9.135933139,1.39E-08,4.25E-06,GstE10,2R,CG17522-RA,37105
1634831_at,-0.455766683,8.243828353,-9.078427762,1.54E-08,4.60E-06,antdh,X,CG1386-RA,32058
1624986_at,0.232903822,11.14840518,8.941941048,1.97E-08,5.75E-06,CG9836,3R,CG9836-RA,41059
1634012_at,-0.422965905,8.492084214,-8.887718266,2.17E-08,6.09E-06,CG5002,2R,CG5002-RA,37025
1638301_at,-0.382112661,5.951685322,-8.885545598,2.18E-08,6.09E-06,CG8157,2R,CG8157-RA,36700
1625957_at,-0.423319036,5.48383346,-8.849285317,2.33E-08,6.17E-06,CG10051,2R,CG10051-RA,37222
1640045_at,-0.687824485,6.49573323,-8.842980164,2.35E-08,6.17E-06,Npc2c,3R,CG3934-RA,41233
1635033_at,-1.042418555,6.264796564,-8.842903588,2.35E-08,6.17E-06,CG30083,2R,CG30083-RA,246444
1635110_at,-0.341754917,7.876054039,-8.785375972,2.62E-08,6.71E-06,Cyp6a13,2R,CG2397-RA,35837
1625195_s_at,-0.780836182,8.230707939,-8.750051575,2.79E-08,7.02E-06,shn,2R,TRANSPOSON,36171
1636622_at,-0.56347486,10.72004212,-8.584078228,3.79E-08,9.35E-06,Peritrophin-15a,2L,CG17814-RA,50433
1639196_at,-0.328301925,13.19937343,-8.5382114,4.13E-08,9.98E-06,Jon25Bii,2L,CG8869-RA,33707
1635384_at,-0.630232396,5.268522037,-8.524664199,4.24E-08,1.00E-05,ZIP1,2R,CG9428-RA,35579
1637123_a_at,-0.450234992,7.904725013,-8.452196879,4.85E-08,1.13E-05,CG33281,2L,CG15407-RB,2768938
1639764_at,0.319286627,6.5993553,8.278087008,6.74E-08,1.51E-05,CG30020,2R,CG30020-RA,36156
1635020_s_at,0.321511994,8.811287256,8.277745949,6.74E-08,1.51E-05,phr6-4,2L,CG2488-RA,35322
1624821_at,-0.222003939,8.037028907,-8.260135994,6.97E-08,1.53E-05,CG8586,2R,CG8586-RA,35854
1639394_at,-0.279938428,9.421196274,-8.254658153,7.04E-08,1.53E-05,m1,3R,CG8342-RA,43154
1634158_at,-0.311607445,9.150006101,-8.21151426,7.64E-08,1.60E-05,Npc2f,3R,CG6164-RA,42864
1623258_at,-0.289476522,7.875899562,-8.211435913,7.65E-08,1.60E-05,CG12493,3L,CG12493-RA,38575
1638469_s_at,-0.69006188,7.762824997,-8.136986998,8.81E-08,1.82E-05,CG3857,X,TRANSPOSON,2768908
1631783_at,-0.239791969,8.815791877,-8.117881624,9.14E-08,1.85E-05,CG4267,2L,CG4267-RA,33405
1623521_at,0.839864582,9.991804698,8.110545861,9.27E-08,1.85E-05,CG11909,3R,CG11909-RA,43072
1623478_at,-0.575457911,7.136727994,-8.07973815,9.84E-08,1.93E-05,SPR,X,CG16752-RA,31463
1639111_at,-0.251122976,8.659748165,-8.017619049,1.11E-07,2.15E-05,CG15362,2L,CG15362-RA,33371
1627869_at,-0.277282084,13.02565202,-8.000122697,1.15E-07,2.19E-05,Jon25Bi,2L,CG8867-RA,33708
1623025_at,0.487081356,6.556264854,7.962469125,1.23E-07,2.32E-05,CG3457,X,CG3457-RA,31196
1626489_s_at,-0.458814949,5.180715612,-7.921360995,1.34E-07,2.46E-05,CG7433,3L,CG7433-RB,40188
1624393_at,-0.313835474,7.343856868,-7.912434,1.36E-07,2.46E-05,w,X,CG2759-RA,31271
1630097_s_at,-0.274337101,7.08100262,-7.907764055,1.37E-07,2.46E-05,CG17834,2L,CG17834-RA,34191
1625366_at,-0.692644056,7.877579818,-7.901075093,1.39E-07,2.46E-05,rst,X,CG4125-RA,31290
1628271_at,0.317556498,10.43042325,7.858295044,1.51E-07,2.64E-05,CG3609,2L,CG3609-RA,33421
1638528_at,-0.334611478,9.232340932,-7.842653357,1.56E-07,2.68E-05,CG15531,3R,CG15531-RA,43592
1636623_at,-0.260521127,8.334542425,-7.802145943,1.69E-07,2.87E-05,Ance-5,2R,CG10142-RA,37980
1633703_s_at,-0.364487122,10.78001629,-7.706646795,2.04E-07,3.39E-05,Pbprp2,X,CG1668-RA,33040
1630582_s_at,-0.323965168,7.391700655,-7.703374796,2.05E-07,3.39E-05,CG3967,3L,CG3967-RC,39086
1625166_at,-0.374919139,8.391990595,-7.649095179,2.28E-07,3.68E-05,CG15456,X,CG15456-RA,50123
1633631_at,-0.490695792,7.91280361,-7.646552186,2.29E-07,3.68E-05,CG9682,3R,CG9682-RA,43602
1634664_at,0.306727761,6.448831266,7.642707416,2.31E-07,3.68E-05,Cyp309a2,2L,CG18559-RA,33439
1639280_at,-0.247504119,8.86743497,-7.603810314,2.50E-07,3.92E-05,CG6322,3L,CG6322-RA,39955
1638506_at,-0.52650276,6.093997408,-7.594403499,2.54E-07,3.95E-05,CG9430,2R,CG9430-RA,35580
1635191_at,-0.264990862,9.961769322,-7.581302157,2.61E-07,3.98E-05,Tsp42Ed,2R,CG12846-RA,35613
1641370_s_at,-0.199254821,10.03511134,-7.577686402,2.63E-07,3.98E-05,CG4199,X,CG4199-RE,31174
1623256_at,-0.371424472,11.20386942,-7.529184999,2.90E-07,4.33E-05,GstE1,2R,CG5164-RA,37106
1638388_at,0.748170041,5.796171121,7.520316856,2.95E-07,4.33E-05,CG10559,3R,CG10559-RA,43063
1625265_at,0.436553116,8.610428385,7.517994042,2.96E-07,4.33E-05,CG9119,3L,CG9119-RA,38124
1634625_at,0.183048926,9.222207823,7.490903406,3.13E-07,4.52E-05,Dnz1,2L,CG6627-RA,34503
1623840_at,-0.900091261,7.406248774,-7.424685503,3.57E-07,5.10E-05,CG18607,2R,CG18607-RA,37213
1631639_at,-0.334922983,8.684291446,-7.417146423,3.62E-07,5.12E-05,TpnC47D,2R,CG9073-RA,36195
1640143_at,0.246300991,8.05750375,7.375835739,3.94E-07,5.50E-05,CG10463,2L,CG10463-RA,35264
1624243_at,-0.367381431,9.132638949,-7.35121196,4.14E-07,5.69E-05,CG9265,2L,CG9265-RA,35369
1636961_a_at,0.414290693,9.942741769,7.348343566,4.16E-07,5.69E-05,CG9027,2R,CG9027-RB,36232
1635767_at,-0.25865456,5.589917937,-7.332743827,4.30E-07,5.81E-05,CG4313,X,CG4313-RA,31169
1634731_at,-0.441175043,7.156411037,-7.299223567,4.60E-07,6.13E-05,Cyp4p3,2R,CG10843-RA,35948
1632030_at,-0.572705053,5.401459669,-7.292671014,4.66E-07,6.13E-05,CG31454,3R,CG31454-RA,318744
1635868_at,-0.324150784,12.36713296,-7.291007897,4.68E-07,6.13E-05,CG6295,3R,CG6295-RA,43247
1637973_a_at,-0.217909178,9.61451106,-7.258536874,5.00E-07,6.48E-05,CG4407,X,CG4407-RA,32240
1638016_at,-0.861742796,5.721320507,-7.243892847,5.15E-07,6.60E-05,CG2993,3R,CG2993-RA,40924
1631439_at,-0.520212027,4.555025591,-7.212852634,5.48E-07,6.96E-05,Odc2,2R,CG8719-RA,35767
1636689_at,-0.526329333,8.298535822,-7.203952524,5.58E-07,6.98E-05,CG4259,2L,CG4259-RA,33385
1634143_at,-0.431646891,6.819377063,-7.197292183,5.66E-07,6.98E-05,Cyp6w1,2R,CG8345-RA,35543
1628831_at,0.20530676,10.03335765,7.196973824,5.66E-07,6.98E-05,torp4a,X,CG3024-RA,31399
1636976_at,0.443682968,6.943407679,7.187859718,5.77E-07,7.04E-05,CG5322,2L,CG5322-RA,34436
1634962_s_at,-0.351488275,8.030222969,-7.156132448,6.16E-07,7.44E-05,hts,2R,CG9325-RB,37230
1627494_s_at,0.268656647,9.071192294,7.144107001,6.31E-07,7.56E-05,oaf,2L,CG9884-RA,33435
1636449_at,-0.554276273,5.554498687,-7.113884067,6.72E-07,7.96E-05,CG32984,2L,CG32984-RA,34218
1628702_at,-0.282933698,2.927064594,-7.106668371,6.82E-07,8.01E-05,Muc14A,X,CG32580-RA,318097
1635114_a_at,-0.343129088,4.843532034,-7.094218847,6.99E-07,8.14E-05,GABA-B-R3,2L,CG3022-RA,33248
1637754_at,-0.210030014,8.818776608,-7.086733489,7.10E-07,8.19E-05,CG9458,3R,CG9458-RA,41214
1638148_at,0.320409676,3.853094888,7.063133334,7.45E-07,8.52E-05,CG33137,2R,CG33137-RA,36449
1623959_at,-0.175145122,10.64037159,-7.058415753,7.53E-07,8.53E-05,CG1532,X,CG1532-RA,33076
1624979_at,-0.243828357,13.5380498,-7.002398347,8.45E-07,9.48E-05,CG18594,3R,CG18594-RA,42644
1627464_at,0.475020698,8.780709757,6.993359282,8.61E-07,9.58E-05,LvpD,2R,CG8694-RA,35825
1635792_a_at,-0.304165808,8.926833522,-6.9668296,9.10E-07,0.000100307,Ela,3R,CG7021-RA,42970
1637357_at,-0.647057793,9.478925867,-6.940691117,9.60E-07,0.000104976,CG9463,2L,CG9463-RA,34203
1627854_at,0.418589558,10.51944297,6.8981096,1.05E-06,0.000113707,CG9914,X,CG9914-RA,32592
1631468_a_at,-0.468055392,4.982628622,-6.882102788,1.08E-06,0.000116558,tim,2L,CG3234-RC,33571
1638413_at,-0.361406343,11.8435068,-6.862942608,1.13E-06,0.000120283,CG18180,3L,CG18180-RA,39125
1625598_at,0.424936799,7.406602246,6.85692971,1.14E-06,0.000120325,CG31326,3R,CG31326-RA,41728
1628843_at,0.333739555,6.265696981,6.854722229,1.15E-06,0.000120325,Ipod,X,CG2961-RA,31954
1630212_at,-0.3082629,7.098484194,-6.848437587,1.16E-06,0.000120908,CG2065,2R,CG2065-RA,35707
1623459_at,-0.223363016,8.62461067,-6.843240536,1.18E-06,0.000121094,Spn4,2R,CG9453-RC,49805
1629083_at,0.539279283,8.80100637,6.836370232,1.19E-06,0.000121094,CG16704,2L,CG16704-RA,33589
1636970_at,-0.389604709,8.618134888,-6.830892573,1.21E-06,0.000121094,CG9394,2R,CG9394-RA,37399
1625076_at,0.262916373,12.66792331,6.828729145,1.21E-06,0.000121094,aret,2L,CG31762-RD,34648
1623347_at,0.383565551,10.85736549,6.828331821,1.21E-06,0.000121094,CG11674,X,CG11674-RA,32374
1630274_s_at,-0.17839181,8.235256793,-6.819648778,1.24E-06,0.000122343,CG12099,3L,CG12099-RB,38181
1637536_at,0.283360921,8.841546594,6.80832521,1.27E-06,0.000124299,CG14303,3R,CG14303-RA,42236
1639262_at,0.768811315,8.348498407,6.801218817,1.28E-06,0.000125185,CG11669,2R,CG11669-RA,35829
1641463_at,0.321689963,8.993623701,6.768521299,1.38E-06,0.00013304,CG6583,2L,CG6583-RA,34645
1629877_at,0.382454121,8.341316863,6.752945252,1.42E-06,0.000136416,CG31683,2L,CG31683-RA,261623
1625304_s_at,-0.343200499,7.631483602,-6.744511731,1.45E-06,0.000137804,CG34301,3R,HDC12547,5740866
1639069_at,-1.26824461,7.024976874,-6.73152727,1.49E-06,0.000140556,Cyp12d1-d,2R,CG18240-RA,2768720
1631369_at,0.318112842,8.236290073,6.716500554,1.53E-06,0.000143991,CG7567,3R,CG7567-RA,43479
1639454_at,-0.417367052,10.01003382,-6.692531345,1.61E-06,0.000150332,CG10912,2R,CG10912-RA,37059
1624409_a_at,-0.281278099,9.022746525,-6.686372269,1.64E-06,0.000151179,Npc2h,3R,CG11315-RB,43649
1625211_s_at,-0.192766082,9.542856348,-6.667075477,1.70E-06,0.000156317,CG32810,X,CT34594,31110
1634515_at,0.930737555,6.461498684,6.657712834,1.74E-06,0.000158286,CG8093,2R,CG8093-RA,36686
1624130_at,0.663303363,4.688619761,6.648053895,1.77E-06,0.00016039,Obp56h,2R,CG13874-RA,37271
1633946_at,0.566144441,6.463641598,6.613152422,1.91E-06,0.000171462,CG31955,2L,CG31955-RA,319045
1638343_at,-0.376302301,7.318241165,-6.606245955,1.94E-06,0.000172757,CG1143,3L,CG1143-RA,38329
1637105_at,-0.297635829,5.415984893,-6.562234233,2.13E-06,0.000188003,rgr,2R,CG8643-RA,35843
1638862_at,0.288425345,4.752075926,6.55980077,2.14E-06,0.000188003,CG15553,3R,CG15553-RA,43677
1633344_at,1.222736454,7.11566505,6.544781899,2.21E-06,0.000192518,Cpr92F,3R,CG5494-RA,42450
1631604_at,-0.304791842,9.042653737,-6.542122576,2.22E-06,0.000192518,CG42369,2L,CG9511-RA,33894
1626970_at,-0.464434089,7.311052019,-6.463399678,2.63E-06,0.000226186,Ugt35b,3R,CG6649-RA,41333
1629853_at,0.246276215,10.40475169,6.458049961,2.66E-06,0.000227234,CG3699,X,CG3699-RA,31046
1624993_at,0.379712239,9.976165294,6.450083558,2.70E-06,0.000228475,CG4377,2R,CG4377-RA,37489
1629694_at,0.301784525,7.148058165,6.449193604,2.71E-06,0.000228475,Pabp2,2R,CG2163-RB,35788
1640215_at,0.267485494,9.242523064,6.420734728,2.88E-06,0.000241227,CG4338,3R,CG4338-RA,41849
1629566_at,-0.316108062,10.13773275,-6.393354702,3.05E-06,0.000254138,CG8834,2R,CG8834-RA,36356
1626429_at,0.528764281,4.984906539,6.385262463,3.11E-06,0.000256895,Lsp1gamma,3L,CG6821-RA,38015
1626664_at,-0.362052945,8.053770974,-6.379652185,3.14E-06,0.000257296,CG3285,2L,CG3285-RA,33547
1627334_at,0.443520756,5.0437886,6.378457527,3.15E-06,0.000257296,Tsp39D,2L,CG8666-RA,35405
1640109_at,-0.378169646,6.51609421,-6.374632539,3.18E-06,0.000257748,Ugt37b1,2L,CG9481-RA,53584
1623398_at,-0.805927484,8.818666819,-6.36682972,3.23E-06,0.000260431,CG4830,3R,CG4830-RA,41477
1631529_at,-0.361310937,9.029485203,-6.35679102,3.30E-06,0.000264426,Ser12,2L,CG17240-RA,33406
1625746_at,0.178268973,7.578611811,6.331508224,3.49E-06,0.000277466,CG3386,3L,CG3386-RA,38081
1629042_at,-0.304745983,6.027660026,-6.29367184,3.78E-06,0.00029919,CG15674,2R,CG15674-RA,37463
1630065_at,-0.581592464,6.222889908,-6.286253356,3.85E-06,0.000302127,CG6912,3R,CG6912-RA,41820
1633142_at,-0.332648195,6.502406759,-6.272709103,3.96E-06,0.000309178,CG17681,2L,CG17681-RA,35086
1634351_at,-0.221373747,7.415063706,-6.240441045,4.25E-06,0.000329515,CG7860,X,CG7860-RA,32488
1639353_at,-0.270283519,9.127773271,-6.223844933,4.40E-06,0.000339498,CG17032,3L,CG17032-RA,39736
1634733_at,0.409282986,8.365209949,6.217734689,4.46E-06,0.000341933,CG3831,2R,CG3831-RA,37648
1637256_at,0.258684735,8.349164442,6.2127485,4.51E-06,0.000343561,CG34349,3R,DM,43002
1627499_at,-0.247338423,6.358088801,-6.192153852,4.72E-06,0.00035712,CG2016,3R,CG2016-RB,40612
1637939_at,-0.373961364,4.598164813,-6.187660505,4.76E-06,0.000358468,Spn43Aa,2R,CG12172-RA,45041
1629382_at,0.287610905,10.13265663,6.177868938,4.86E-06,0.000364005,fal,3L,CG9670-RA,43927
1623364_at,0.480848056,7.368680859,6.171542493,4.93E-06,0.000366868,CG4250,2R,CG4250-RA,37599
1641129_at,0.214348947,12.06022837,6.162830996,5.03E-06,0.000370376,Gdi,2L,CG4422-RA,34264
1634336_at,0.29375053,8.714611347,6.161769096,5.04E-06,0.000370376,bam,3R,CG10422-RA,43038
1638733_at,-0.379657063,6.663331425,-6.154797132,5.11E-06,0.000373858,CG3984,3R,CG3984-RA,41821
1623551_at,-0.149754237,11.46439612,-6.143134401,5.25E-06,0.000381267,CG18081,3L,CG18081-RA,39725
1628584_at,-0.260414166,7.924492631,-6.134098307,5.35E-06,0.000385182,Cyp305a1,3L,CG8733-RA,40161
1636611_at,0.613127513,5.575735185,6.13318046,5.36E-06,0.000385182,Try29F,2L,CG9564-RA,34226
1639495_at,0.382913653,5.465371816,6.117768069,5.55E-06,0.000396096,Cyp9b1,2R,CG4485-RA,35634
1638899_s_at,0.214437115,8.864109339,6.108508803,5.66E-06,0.00040091,CG15312,X,CG15312-RA,31940
1629346_at,-0.327363947,9.087726162,-6.105015154,5.70E-06,0.00040091,CG1443,3R,CG1443-RA,43420
1637833_at,-0.450366507,5.993675066,-6.104217455,5.71E-06,0.00040091,Jhe,2R,CG8425-RA,36780
1633135_s_at,0.300318867,10.41165902,6.101950593,5.74E-06,0.00040091,CG18854,2L,CG18854-RA,59212
1634991_at,-0.386378423,8.130113466,-6.089503275,5.90E-06,0.000409693,CG8083,2R,CG8083-RA,35914
1631625_at,0.305362919,5.140455962,6.081269823,6.01E-06,0.000414847,CG15563,3R,CG15563-RA,43695
1633386_s_at,-0.411224578,6.207614777,-6.0725369,6.12E-06,0.000420541,mthl8,3L,CT37020,38013
1624793_at,-0.270978879,7.028914038,-6.058027011,6.32E-06,0.00043176,GstD7,3R,CG4371-RA,48340
1625568_a_at,0.186366563,9.098338628,6.05495641,6.36E-06,0.000432325,CG15111,2R,CG15111-RB,37200
1631806_at,0.49920243,8.157350513,6.043073657,6.53E-06,0.000441347,CG8693,2R,CG8693-RA,35827
1627432_at,-0.186385408,7.178423706,-6.031717237,6.69E-06,0.000447695,CG6041,X,CG6041-RA,31527
1638038_at,-0.393393004,8.754206165,-6.031302499,6.70E-06,0.000447695,CG4335,3R,CG4335-RA,42421
1628284_at,-0.415981246,8.006116096,-6.028962165,6.73E-06,0.000447695,CG3690,X,CG3690-RA,31047
1636006_at,0.214672216,9.916533957,6.026864815,6.77E-06,0.000447695,CG17766,X,CG17766-RA,31155
1639487_at,-0.308949506,8.868411071,-5.990019211,7.34E-06,0.000482899,CG13102,2L,CG13102-RA,34228
1635468_a_at,0.492357862,9.078535114,5.958826421,7.86E-06,0.000514524,CG7730,3L,CG7730-RB,39908
1639034_at,-0.16529029,8.794590406,-5.946596212,8.07E-06,0.00052584,CG7593,3R,CG7593-RA,43500
1626253_at,-0.3772594,5.307896734,-5.942334103,8.15E-06,0.000528069,GstD4,3R,CG11512-RA,48337
1634806_at,-0.353086631,8.60556038,-5.921724696,8.53E-06,0.000549798,nimB3,2L,DM,3885611
1629426_s_at,-0.172747871,12.20084782,-5.918279079,8.59E-06,0.000550897,Trx-2,2L,CG31884-RB,34281
1637548_at,-0.28360519,8.735695118,-5.916197501,8.63E-06,0.000550897,arg,X,CG18104-RA,46717
1639072_at,-0.200949826,9.110375603,-5.908126202,8.79E-06,0.000557973,hop,X,CG1594-RA,32080
1628213_s_at,0.192373172,12.29858821,5.902095968,8.91E-06,0.000562615,desat1,3R,CG5887-RA,117369
1636101_a_at,0.291543664,9.601573711,5.872162861,9.51E-06,0.000596446,CG31729,2L,CG31729-RB,34736
1641280_at,-0.232624626,8.238508277,-5.871169075,9.54E-06,0.000596446,Ance-4,2R,CG8196-RA,35909
1623778_at,0.183462696,2.930696712,5.850986476,9.97E-06,0.000618063,CG9162,2L,CG9162-RA,33860
1626394_at,-0.278309611,12.54234837,-5.850621136,9.98E-06,0.000618063,Jon99Fi,3R,CG18030-RA,43622
1639906_a_at,-0.240569215,5.643567277,-5.820729275,1.07E-05,0.000657182,CG7759,2R,CG7759-RA,36234
1635894_at,-0.243762595,6.61016043,-5.801059267,1.11E-05,0.000683171,CG30148,2R,CG30148-RA,37318
1641235_at,0.448535474,7.098703274,5.782820853,1.16E-05,0.000707979,CG14102,3L,CG14102-RA,40156
1632907_a_at,0.282781984,5.339171043,5.759122088,1.22E-05,0.000742705,CG13204,2R,CG13204-RA,36227
1626659_at,0.221564182,8.466276277,5.752024249,1.24E-05,0.000750909,CG4980,3R,CG4980-RA,43348
1636906_s_at,-0.237643856,5.718774439,-5.747758057,1.25E-05,0.000754451,Sans,2R,CG13320-RA,36427
1640542_at,-0.691807615,5.008115296,-5.73025857,1.30E-05,0.00078072,CG5892,3R,CG5892-RA,42522
1630130_at,0.206670031,10.26876731,5.724693958,1.32E-05,0.000786721,CG4404,X,CG4404-RA,32241
1641731_at,0.270476619,3.9750545,5.71539496,1.35E-05,0.000799423,CG14686,3R,CG14686-RA,41292
1624824_at,-0.744169297,12.27792049,-5.711029582,1.36E-05,0.000803458,Jon74E,3L,CG6298-RA,39959
1641428_at,0.175981727,6.928245824,5.707721663,1.37E-05,0.00080563,Cyp9c1,2R,CG3616-RA,37941
1638582_at,-0.271513084,7.849765454,-5.701001698,1.39E-05,0.000812412,CG5321,X,CG5321-RA,32399
1641434_at,-0.23802668,9.590498258,-5.699799772,1.40E-05,0.000812412,CG32695,X,CG32695-RA,31918
1628847_a_at,-0.275413367,6.247081135,-5.695388209,1.41E-05,0.000814149,CG17167,XHet,CG40146-RA,3354991
1641148_a_at,0.218738704,11.56425711,5.694716725,1.41E-05,0.000814149,AcCoAS,3L,CG9390-RA,40348
1636620_s_at,-0.236295666,9.510151765,-5.689880349,1.43E-05,0.000819235,l(2)08717,2R,CG15095-RB,46085
1630660_at,-0.331991357,6.322833161,-5.682177903,1.45E-05,0.000829668,CG14033,2L,CG14033-RA,50420
1625908_a_at,-0.48956889,10.64600297,-5.678975723,1.46E-05,0.00083148,TppII,2R,CG3991-RD,36444
1641305_at,0.262971027,9.5920554,5.677153301,1.47E-05,0.00083148,piwi,2L,CG6122-RA,34521
1638477_at,-0.29289518,4.669742121,-5.674890561,1.48E-05,0.000831677,CG13403,X,CG13403-RA,32366
1632688_s_at,0.208389354,8.084968433,5.673035848,1.48E-05,0.000831677,CG11594,3L,CG11594-RC,38473
1640140_at,0.231729495,3.032751199,5.668363178,1.50E-05,0.000836678,noe,3L,CG32172-RA,43918
1628705_at,-0.255967928,9.912850647,-5.643974448,1.58E-05,0.000879703,PH4alphaEFB,3R,CG31022-RA,43620
1634903_at,0.408863894,5.865771071,5.637008883,1.61E-05,0.000889598,CG9981,X,CG9981-RA,32609
1629097_at,-0.313308565,6.131507202,-5.630464928,1.63E-05,0.000898777,kni,3L,CG4717-RA,40287
1626013_at,-0.318228154,5.265925508,-5.606669496,1.72E-05,0.000939907,CG11192,2R,CG11192-RA,37309
1636643_at,0.341790218,8.31671243,5.606611637,1.72E-05,0.000939907,CG6983,3L,CG6983-RA,38964
1629141_at,0.297558497,8.203717115,5.603889288,1.73E-05,0.000941571,InR,3R,CG18402-RA,42549
1625584_at,-0.240593623,9.13178492,-5.601656305,1.74E-05,0.000942221,CG8654,2R,CG8654-RA,37275
1634409_at,-0.768492142,11.25576709,-5.580184253,1.82E-05,0.000984511,CG31775,2L,CG31775-RA,318935
1638808_at,-0.249475994,6.918870651,-5.573664783,1.85E-05,0.000994767,Syx4,X,CG2715-RA,31269
1628388_at,-0.31519146,7.513318431,-5.570892571,1.86E-05,0.000996723,CG3823,X,CG3823-RA,31573
1635807_at,-0.173679702,7.917859234,-5.562900275,1.90E-05,0.001009533,CG17739,2R,CG17739-RA,36333
1632280_at,-0.162780377,9.888816762,-5.56144097,1.90E-05,0.001009533,mRpS35,3L,CG2101-RA,38345
1630740_at,0.355012532,11.421693,5.555340152,1.93E-05,0.001013669,CG4363,2R,CG4363-RA,37488
1635587_s_at,0.24252853,9.004024739,5.554591463,1.93E-05,0.001013669,CG4050,2R,CG4050-RA,37401
1638221_at,-0.337002461,5.534593877,-5.554028757,1.94E-05,0.001013669,Obp83cd,3R,CG15582-RA,40746
